policy_id,status_date_key,status_date,policy_status,status_reason
POL00069530,20260214,2026-02-14,Lapsed,Non-payment
POL00069549,20260204,2026-02-04,Cancelled,Affordability
POL00069564,20260128,2026-01-28,Lapsed,Non-payment
POL00069577,20260118,2026-01-18,Cancelled,Customer Request
POL00069598,20260321,2026-03-21,Lapsed,Non-payment
POL00069604,20260402,2026-04-02,Lapsed,Non-payment
POL00069657,20260108,2026-01-08,Cancelled,Duplicate Cover
POL00069681,20260104,2026-01-04,Cancelled,Underwriting
POL00069689,20260131,2026-01-31,Lapsed,Non-payment
POL00069695,20260118,2026-01-18,Cancelled,Underwriting
POL00069842,20260104,2026-01-04,Cancelled,Duplicate Cover
POL00069865,20260201,2026-02-01,Cancelled,Underwriting
POL00069889,20260225,2026-02-25,Lapsed,Non-payment
POL00069902,20260224,2026-02-24,Lapsed,Non-payment
POL00070003,20260125,2026-01-25,Cancelled,Duplicate Cover
POL00070038,20260227,2026-02-27,Lapsed,Non-payment
POL00070051,20260205,2026-02-05,Cancelled,Affordability
POL00070115,20260219,2026-02-19,Lapsed,Non-payment
POL00070175,20260102,2026-01-02,Cancelled,Underwriting
POL00070258,20260307,2026-03-07,Lapsed,Non-payment
POL00070276,20260210,2026-02-10,Lapsed,Non-payment
POL00070344,20260301,2026-03-01,Lapsed,Non-payment
POL00070368,20260211,2026-02-11,Lapsed,Non-payment
POL00070401,20260312,2026-03-12,Lapsed,Non-payment
POL00070407,20260226,2026-02-26,Cancelled,Underwriting
POL00070452,20260203,2026-02-03,Lapsed,Non-payment
POL00070478,20260220,2026-02-20,Lapsed,Non-payment
POL00070553,20260210,2026-02-10,Lapsed,Non-payment
POL00070599,20260126,2026-01-26,Cancelled,Duplicate Cover
POL00070600,20260113,2026-01-13,Cancelled,Underwriting
POL00070622,20260110,2026-01-10,Lapsed,Non-payment
POL00070674,20260206,2026-02-06,Cancelled,Underwriting
POL00070680,20260113,2026-01-13,Cancelled,Underwriting
POL00070713,20260104,2026-01-04,Lapsed,Non-payment
POL00070802,20260126,2026-01-26,Cancelled,Customer Request
POL00070806,20260101,2026-01-01,Cancelled,Customer Request
POL00070829,20260115,2026-01-15,Lapsed,Non-payment
POL00070879,20260317,2026-03-17,Lapsed,Non-payment
POL00070921,20260322,2026-03-22,Lapsed,Non-payment
POL00070934,20260222,2026-02-22,Lapsed,Non-payment
POL00070951,20260203,2026-02-03,Cancelled,Customer Request
POL00071101,20260220,2026-02-20,Cancelled,Customer Request
POL00071158,20260201,2026-02-01,Lapsed,Non-payment
POL00071177,20260127,2026-01-27,Cancelled,Underwriting
POL00071181,20260319,2026-03-19,Lapsed,Non-payment
POL00071193,20260105,2026-01-05,Cancelled,Customer Request
POL00071203,20260220,2026-02-20,Lapsed,Non-payment
POL00071206,20260226,2026-02-26,Cancelled,Underwriting
POL00071304,20260319,2026-03-19,Lapsed,Non-payment
POL00071308,20260312,2026-03-12,Lapsed,Non-payment
POL00071343,20260119,2026-01-19,Cancelled,Affordability
POL00071399,20260110,2026-01-10,Lapsed,Non-payment
POL00071407,20260202,2026-02-02,Lapsed,Non-payment
POL00071409,20260311,2026-03-11,Lapsed,Non-payment
POL00071504,20260128,2026-01-28,Lapsed,Non-payment
POL00071506,20260116,2026-01-16,Cancelled,Underwriting
POL00071516,20260318,2026-03-18,Lapsed,Non-payment
POL00071544,20260111,2026-01-11,Lapsed,Non-payment
POL00071549,20260116,2026-01-16,Cancelled,Customer Request
POL00071606,20260309,2026-03-09,Lapsed,Non-payment
POL00071662,20260106,2026-01-06,Cancelled,Customer Request
POL00071692,20260216,2026-02-16,Cancelled,Affordability
POL00071705,20260226,2026-02-26,Lapsed,Non-payment
POL00071765,20260121,2026-01-21,Cancelled,Duplicate Cover
POL00071785,20260206,2026-02-06,Cancelled,Duplicate Cover
POL00071820,20260121,2026-01-21,Lapsed,Non-payment
POL00071821,20260130,2026-01-30,Cancelled,Affordability
POL00071832,20260216,2026-02-16,Lapsed,Non-payment
POL00071843,20260129,2026-01-29,Cancelled,Customer Request
POL00071884,20260104,2026-01-04,Lapsed,Non-payment
POL00071888,20260323,2026-03-23,Lapsed,Non-payment
POL00071911,20260104,2026-01-04,Lapsed,Non-payment
POL00071916,20260101,2026-01-01,Cancelled,Affordability
POL00071928,20260125,2026-01-25,Cancelled,Underwriting
POL00071945,20260104,2026-01-04,Cancelled,Underwriting
POL00071973,20260213,2026-02-13,Lapsed,Non-payment
POL00071998,20260228,2026-02-28,Lapsed,Non-payment
POL00072027,20260331,2026-03-31,Lapsed,Non-payment
POL00072049,20260310,2026-03-10,Lapsed,Non-payment
POL00072055,20260226,2026-02-26,Cancelled,Affordability
POL00072087,20260213,2026-02-13,Lapsed,Non-payment
POL00072154,20260317,2026-03-17,Lapsed,Non-payment
POL00072172,20260123,2026-01-23,Cancelled,Customer Request
POL00072196,20260109,2026-01-09,Cancelled,Customer Request
POL00072306,20260210,2026-02-10,Lapsed,Non-payment
POL00072309,20260302,2026-03-02,Lapsed,Non-payment
POL00072319,20260225,2026-02-25,Cancelled,Underwriting
POL00072320,20260114,2026-01-14,Cancelled,Affordability
POL00072321,20260309,2026-03-09,Cancelled,Duplicate Cover
POL00072324,20260205,2026-02-05,Cancelled,Duplicate Cover
POL00072340,20260109,2026-01-09,Cancelled,Underwriting
POL00072350,20260110,2026-01-10,Cancelled,Customer Request
POL00072351,20260315,2026-03-15,Cancelled,Underwriting
POL00072373,20260101,2026-01-01,Cancelled,Underwriting
POL00072405,20260315,2026-03-15,Lapsed,Non-payment
POL00072436,20260327,2026-03-27,Cancelled,Affordability
POL00072512,20260128,2026-01-28,Lapsed,Non-payment
POL00072515,20260423,2026-04-23,Lapsed,Non-payment
POL00072575,20260508,2026-05-08,Lapsed,Non-payment
POL00072610,20260228,2026-02-28,Cancelled,Customer Request
POL00072628,20260112,2026-01-12,Cancelled,Affordability
POL00072650,20260224,2026-02-24,Cancelled,Duplicate Cover
POL00072735,20260324,2026-03-24,Cancelled,Affordability
POL00072743,20260226,2026-02-26,Lapsed,Non-payment
POL00072763,20260402,2026-04-02,Lapsed,Non-payment
POL00072795,20260205,2026-02-05,Cancelled,Affordability
POL00072801,20260331,2026-03-31,Lapsed,Non-payment
POL00072844,20260305,2026-03-05,Cancelled,Duplicate Cover
POL00072847,20260220,2026-02-20,Cancelled,Affordability
POL00072886,20260222,2026-02-22,Lapsed,Non-payment
POL00072889,20260325,2026-03-25,Cancelled,Underwriting
POL00072891,20260421,2026-04-21,Lapsed,Non-payment
POL00072907,20260114,2026-01-14,Cancelled,Underwriting
POL00072944,20260511,2026-05-11,Lapsed,Non-payment
POL00072957,20260501,2026-05-01,Lapsed,Non-payment
POL00073005,20260217,2026-02-17,Cancelled,Underwriting
POL00073010,20260420,2026-04-20,Lapsed,Non-payment
POL00073037,20260202,2026-02-02,Lapsed,Non-payment
POL00073047,20260302,2026-03-02,Lapsed,Non-payment
POL00073080,20260123,2026-01-23,Lapsed,Non-payment
POL00073127,20260422,2026-04-22,Lapsed,Non-payment
POL00073161,20260426,2026-04-26,Lapsed,Non-payment
POL00073163,20260203,2026-02-03,Lapsed,Non-payment
POL00073218,20260105,2026-01-05,Cancelled,Duplicate Cover
POL00073222,20260318,2026-03-18,Lapsed,Non-payment
POL00073235,20260106,2026-01-06,Lapsed,Non-payment
POL00073241,20260104,2026-01-04,Cancelled,Customer Request
POL00073245,20260208,2026-02-08,Cancelled,Underwriting
POL00073269,20260516,2026-05-16,Lapsed,Non-payment
POL00073303,20260415,2026-04-15,Lapsed,Non-payment
POL00073305,20260318,2026-03-18,Lapsed,Non-payment
POL00073311,20260219,2026-02-19,Cancelled,Underwriting
POL00073362,20260207,2026-02-07,Cancelled,Affordability
POL00073392,20260223,2026-02-23,Cancelled,Affordability
POL00073398,20260110,2026-01-10,Lapsed,Non-payment
POL00073513,20260203,2026-02-03,Cancelled,Underwriting
POL00073564,20260106,2026-01-06,Cancelled,Customer Request
POL00073598,20260403,2026-04-03,Cancelled,Affordability
POL00073614,20260418,2026-04-18,Lapsed,Non-payment
POL00073626,20260220,2026-02-20,Cancelled,Duplicate Cover
POL00073651,20260217,2026-02-17,Lapsed,Non-payment
POL00073699,20260104,2026-01-04,Lapsed,Non-payment
POL00073705,20260324,2026-03-24,Cancelled,Customer Request
POL00073714,20260118,2026-01-18,Lapsed,Non-payment
POL00073719,20260208,2026-02-08,Cancelled,Duplicate Cover
POL00073726,20260311,2026-03-11,Cancelled,Underwriting
POL00073729,20260502,2026-05-02,Lapsed,Non-payment
POL00073732,20260221,2026-02-21,Cancelled,Customer Request
POL00073746,20260427,2026-04-27,Lapsed,Non-payment
POL00073760,20260421,2026-04-21,Lapsed,Non-payment
POL00073777,20260509,2026-05-09,Lapsed,Non-payment
POL00073791,20260101,2026-01-01,Cancelled,Affordability
POL00073798,20260109,2026-01-09,Lapsed,Non-payment
POL00073799,20260127,2026-01-27,Lapsed,Non-payment
POL00073836,20260414,2026-04-14,Lapsed,Non-payment
POL00073839,20260118,2026-01-18,Cancelled,Affordability
POL00073844,20260226,2026-02-26,Cancelled,Duplicate Cover
POL00073855,20260131,2026-01-31,Cancelled,Duplicate Cover
POL00073865,20260215,2026-02-15,Cancelled,Underwriting
POL00073871,20260308,2026-03-08,Cancelled,Underwriting
POL00073884,20260113,2026-01-13,Lapsed,Non-payment
POL00073906,20260222,2026-02-22,Cancelled,Affordability
POL00073911,20260126,2026-01-26,Lapsed,Non-payment
POL00073945,20260421,2026-04-21,Lapsed,Non-payment
POL00073979,20260422,2026-04-22,Lapsed,Non-payment
POL00073983,20260118,2026-01-18,Cancelled,Underwriting
POL00073993,20260105,2026-01-05,Cancelled,Underwriting
POL00073994,20260104,2026-01-04,Cancelled,Affordability
POL00074024,20260109,2026-01-09,Lapsed,Non-payment
POL00074068,20260207,2026-02-07,Cancelled,Customer Request
POL00074090,20260410,2026-04-10,Lapsed,Non-payment
POL00074104,20260519,2026-05-19,Lapsed,Non-payment
POL00074107,20260131,2026-01-31,Cancelled,Underwriting
POL00074176,20260206,2026-02-06,Lapsed,Non-payment
POL00074200,20260121,2026-01-21,Cancelled,Customer Request
POL00074221,20260118,2026-01-18,Cancelled,Customer Request
POL00074226,20260217,2026-02-17,Lapsed,Non-payment
POL00074317,20260224,2026-02-24,Cancelled,Affordability
POL00074325,20260103,2026-01-03,Cancelled,Underwriting
POL00074328,20260225,2026-02-25,Cancelled,Customer Request
POL00074335,20260415,2026-04-15,Lapsed,Non-payment
POL00074375,20260115,2026-01-15,Cancelled,Duplicate Cover
POL00074376,20260203,2026-02-03,Cancelled,Affordability
POL00074383,20260116,2026-01-16,Cancelled,Underwriting
POL00074404,20260222,2026-02-22,Lapsed,Non-payment
POL00074445,20260304,2026-03-04,Lapsed,Non-payment
POL00074455,20260115,2026-01-15,Cancelled,Underwriting
POL00074509,20260324,2026-03-24,Cancelled,Duplicate Cover
POL00074515,20260119,2026-01-19,Lapsed,Non-payment
POL00074535,20260118,2026-01-18,Cancelled,Underwriting
POL00074572,20260126,2026-01-26,Lapsed,Non-payment
POL00074581,20260225,2026-02-25,Lapsed,Non-payment
POL00074604,20260315,2026-03-15,Lapsed,Non-payment
POL00074612,20260118,2026-01-18,Cancelled,Duplicate Cover
POL00074657,20260202,2026-02-02,Lapsed,Non-payment
POL00074674,20260120,2026-01-20,Lapsed,Non-payment
POL00074676,20260128,2026-01-28,Lapsed,Non-payment
POL00074712,20260316,2026-03-16,Cancelled,Customer Request
POL00074754,20260317,2026-03-17,Cancelled,Duplicate Cover
POL00074840,20260202,2026-02-02,Cancelled,Underwriting
POL00074848,20260515,2026-05-15,Lapsed,Non-payment
POL00074852,20260504,2026-05-04,Lapsed,Non-payment
POL00074879,20260218,2026-02-18,Cancelled,Underwriting
POL00074885,20260421,2026-04-21,Lapsed,Non-payment
POL00074895,20260305,2026-03-05,Lapsed,Non-payment
POL00074921,20260220,2026-02-20,Cancelled,Underwriting
POL00074992,20260522,2026-05-22,Lapsed,Non-payment
POL00075207,20260220,2026-02-20,Cancelled,Customer Request
POL00075209,20260319,2026-03-19,Lapsed,Non-payment
POL00075239,20260508,2026-05-08,Lapsed,Non-payment
POL00075319,20260206,2026-02-06,Cancelled,Customer Request
POL00075331,20260217,2026-02-17,Cancelled,Affordability
POL00075350,20260317,2026-03-17,Cancelled,Affordability
POL00075354,20260222,2026-02-22,Cancelled,Underwriting
POL00075404,20260425,2026-04-25,Lapsed,Non-payment
POL00075420,20260322,2026-03-22,Cancelled,Customer Request
POL00075440,20260213,2026-02-13,Cancelled,Duplicate Cover
POL00075479,20260123,2026-01-23,Cancelled,Affordability
POL00075480,20260124,2026-01-24,Cancelled,Affordability
POL00075496,20260217,2026-02-17,Lapsed,Non-payment
POL00075505,20260112,2026-01-12,Cancelled,Customer Request
POL00075544,20260118,2026-01-18,Lapsed,Non-payment
POL00075589,20260131,2026-01-31,Lapsed,Non-payment
POL00075591,20260105,2026-01-05,Cancelled,Customer Request
POL00075596,20260228,2026-02-28,Cancelled,Affordability
POL00075624,20260213,2026-02-13,Cancelled,Duplicate Cover
POL00075677,20260117,2026-01-17,Cancelled,Duplicate Cover
POL00075684,20260105,2026-01-05,Cancelled,Underwriting
POL00075724,20260214,2026-02-14,Lapsed,Non-payment
POL00075744,20260204,2026-02-04,Lapsed,Non-payment
POL00075761,20260222,2026-02-22,Lapsed,Non-payment
POL00075763,20260314,2026-03-14,Lapsed,Non-payment
POL00075771,20260206,2026-02-06,Cancelled,Customer Request
POL00075844,20260219,2026-02-19,Cancelled,Duplicate Cover
POL00075874,20260310,2026-03-10,Cancelled,Customer Request
POL00075893,20260307,2026-03-07,Cancelled,Underwriting
POL00075919,20260127,2026-01-27,Cancelled,Affordability
POL00075940,20260212,2026-02-12,Lapsed,Non-payment
POL00075965,20260309,2026-03-09,Lapsed,Non-payment
POL00075985,20260224,2026-02-24,Lapsed,Non-payment
POL00075986,20260126,2026-01-26,Cancelled,Customer Request
POL00075992,20260102,2026-01-02,Cancelled,Customer Request
POL00076008,20260115,2026-01-15,Cancelled,Duplicate Cover
POL00076038,20260407,2026-04-07,Lapsed,Non-payment
POL00076060,20260320,2026-03-20,Lapsed,Non-payment
POL00076078,20260112,2026-01-12,Lapsed,Non-payment
POL00076091,20260126,2026-01-26,Lapsed,Non-payment
POL00076094,20260509,2026-05-09,Lapsed,Non-payment
POL00076102,20260502,2026-05-02,Lapsed,Non-payment
POL00076109,20260313,2026-03-13,Cancelled,Affordability
POL00076141,20260424,2026-04-24,Lapsed,Non-payment
POL00076142,20260410,2026-04-10,Lapsed,Non-payment
POL00076153,20260127,2026-01-27,Cancelled,Customer Request
POL00076167,20260322,2026-03-22,Lapsed,Non-payment
POL00076198,20260125,2026-01-25,Lapsed,Non-payment
POL00076211,20260211,2026-02-11,Lapsed,Non-payment
POL00076261,20260227,2026-02-27,Cancelled,Underwriting
POL00076294,20260111,2026-01-11,Cancelled,Customer Request
POL00076295,20260125,2026-01-25,Cancelled,Underwriting
POL00076367,20260111,2026-01-11,Cancelled,Duplicate Cover
POL00076402,20260503,2026-05-03,Lapsed,Non-payment
POL00076438,20260223,2026-02-23,Cancelled,Duplicate Cover
POL00076453,20260207,2026-02-07,Cancelled,Affordability
POL00076490,20260130,2026-01-30,Lapsed,Non-payment
POL00076519,20260214,2026-02-14,Lapsed,Non-payment
POL00076560,20260213,2026-02-13,Lapsed,Non-payment
POL00076563,20260118,2026-01-18,Lapsed,Non-payment
POL00076564,20260225,2026-02-25,Cancelled,Underwriting
POL00076569,20260405,2026-04-05,Lapsed,Non-payment
POL00076588,20260202,2026-02-02,Cancelled,Duplicate Cover
POL00076601,20260328,2026-03-28,Cancelled,Duplicate Cover
POL00076611,20260204,2026-02-04,Cancelled,Duplicate Cover
POL00076614,20260118,2026-01-18,Lapsed,Non-payment
POL00076677,20260403,2026-04-03,Cancelled,Duplicate Cover
POL00076733,20260122,2026-01-22,Cancelled,Customer Request
POL00076762,20260312,2026-03-12,Cancelled,Customer Request
POL00076765,20260508,2026-05-08,Lapsed,Non-payment
POL00076783,20260506,2026-05-06,Lapsed,Non-payment
POL00076805,20260413,2026-04-13,Lapsed,Non-payment
POL00076808,20260327,2026-03-27,Cancelled,Customer Request
