activity_date_key,activity_date,salesperson_id,team_id,region_id,leads_received,contacts_made,quotes_issued,applications_submitted,policies_closed
20250101,2025-01-01,SP0153,TM012,MP02,11,8,5,4,3
20250101,2025-01-01,SP0154,TM006,KZN04,11,9,5,3,3
20250101,2025-01-01,SP0155,TM007,KZN01,5,2,1,1,0
20250101,2025-01-01,SP0156,TM009,EC03,10,7,3,2,2
20250101,2025-01-01,SP0157,TM005,WC01,1,0,0,0,0
20250101,2025-01-01,SP0158,TM007,KZN01,5,3,0,0,0
20250101,2025-01-01,SP0159,TM006,KZN01,8,5,2,2,1
20250101,2025-01-01,SP0160,TM004,WC03,9,6,4,3,2
20250102,2025-01-02,SP0001,TM001,GP05,12,9,4,2,1
20250102,2025-01-02,SP0002,TM002,GP01,14,11,7,6,6
20250102,2025-01-02,SP0004,TM004,WC03,2,1,0,0,0
20250102,2025-01-02,SP0005,TM005,WC02,8,6,3,3,1
20250102,2025-01-02,SP0006,TM006,KZN03,6,5,2,1,1
20250102,2025-01-02,SP0007,TM007,KZN02,1,0,0,0,0
20250102,2025-01-02,SP0008,TM008,EC01,17,15,12,7,4
20250102,2025-01-02,SP0009,TM009,EC02,9,8,4,2,1
20250102,2025-01-02,SP0011,TM011,LP01,5,3,2,1,1
20250102,2025-01-02,SP0012,TM012,MP02,10,7,3,3,2
20250102,2025-01-02,SP0013,TM013,NW01,4,2,2,2,2
20250102,2025-01-02,SP0015,TM002,GP04,11,8,4,2,1
20250102,2025-01-02,SP0016,TM011,LP02,11,8,3,2,1
20250102,2025-01-02,SP0018,TM011,LP01,4,2,0,0,0
20250102,2025-01-02,SP0020,TM002,GP04,4,3,2,1,1
20250102,2025-01-02,SP0022,TM012,MP01,8,7,5,2,1
20250102,2025-01-02,SP0023,TM005,WC02,19,11,2,2,1
20250102,2025-01-02,SP0024,TM001,GP03,11,9,5,1,1
20250102,2025-01-02,SP0026,TM005,WC04,6,4,1,1,1
20250102,2025-01-02,SP0028,TM010,FS02,9,7,2,1,1
20250102,2025-01-02,SP0030,TM008,EC01,12,7,4,4,3
20250102,2025-01-02,SP0031,TM009,EC03,9,7,4,3,3
20250102,2025-01-02,SP0032,TM014,NC01,8,6,5,1,1
20250102,2025-01-02,SP0033,TM014,NC01,7,6,4,2,2
20250102,2025-01-02,SP0034,TM013,NW02,7,2,1,1,1
20250102,2025-01-02,SP0035,TM013,NW01,19,14,8,5,1
20250102,2025-01-02,SP0039,TM014,NC01,6,5,2,2,2
20250102,2025-01-02,SP0040,TM014,NC01,6,4,2,0,0
20250102,2025-01-02,SP0041,TM006,KZN01,5,4,2,2,2
20250102,2025-01-02,SP0042,TM011,LP01,14,9,5,4,2
20250102,2025-01-02,SP0043,TM002,GP03,12,7,4,3,2
20250102,2025-01-02,SP0044,TM005,WC03,8,7,4,3,3
20250102,2025-01-02,SP0045,TM011,LP01,7,6,3,2,1
20250102,2025-01-02,SP0046,TM009,EC03,8,8,3,3,2
20250102,2025-01-02,SP0047,TM010,FS01,7,6,3,2,0
20250102,2025-01-02,SP0048,TM004,WC03,8,8,3,2,2
20250102,2025-01-02,SP0050,TM013,NW02,9,8,5,5,5
20250102,2025-01-02,SP0051,TM014,NC01,11,5,2,2,2
20250102,2025-01-02,SP0052,TM003,GP05,9,6,2,2,1
20250102,2025-01-02,SP0053,TM013,NW01,6,2,1,1,1
20250102,2025-01-02,SP0054,TM010,FS01,10,7,4,3,3
20250102,2025-01-02,SP0055,TM009,EC02,5,4,3,3,3
20250102,2025-01-02,SP0057,TM004,WC01,9,8,3,2,1
20250102,2025-01-02,SP0058,TM013,NW01,2,2,0,0,0
20250102,2025-01-02,SP0059,TM001,GP05,9,7,4,3,2
20250102,2025-01-02,SP0060,TM005,WC03,3,2,1,1,1
20250102,2025-01-02,SP0061,TM011,LP02,13,11,3,2,1
20250102,2025-01-02,SP0062,TM011,LP01,5,4,1,0,0
20250102,2025-01-02,SP0063,TM002,GP02,8,6,2,2,1
20250102,2025-01-02,SP0064,TM011,LP01,12,10,4,3,1
20250102,2025-01-02,SP0065,TM005,WC02,11,7,3,2,2
20250102,2025-01-02,SP0066,TM014,NC01,5,3,2,1,1
20250102,2025-01-02,SP0067,TM011,LP01,5,2,1,0,0
20250102,2025-01-02,SP0068,TM003,GP04,4,2,1,0,0
20250102,2025-01-02,SP0069,TM009,EC03,5,4,4,2,2
20250102,2025-01-02,SP0070,TM002,GP04,5,5,1,0,0
20250102,2025-01-02,SP0071,TM014,NC01,9,7,5,4,4
20250102,2025-01-02,SP0072,TM008,EC01,12,10,3,2,2
20250102,2025-01-02,SP0074,TM004,WC04,13,12,6,5,3
20250102,2025-01-02,SP0076,TM011,LP02,12,9,6,4,3
20250102,2025-01-02,SP0077,TM004,WC01,11,7,5,4,1
20250102,2025-01-02,SP0078,TM008,EC01,9,6,3,3,2
20250102,2025-01-02,SP0079,TM008,EC02,8,8,3,1,0
20250102,2025-01-02,SP0080,TM001,GP02,11,8,3,3,3
20250102,2025-01-02,SP0081,TM012,MP02,8,3,0,0,0
20250102,2025-01-02,SP0082,TM002,GP05,6,4,3,2,2
20250102,2025-01-02,SP0083,TM007,KZN04,11,7,3,1,1
20250102,2025-01-02,SP0084,TM006,KZN04,7,4,2,1,1
20250102,2025-01-02,SP0085,TM012,MP02,14,11,6,6,4
20250102,2025-01-02,SP0086,TM010,FS01,7,4,3,3,2
20250102,2025-01-02,SP0088,TM001,GP05,4,4,1,1,1
20250102,2025-01-02,SP0090,TM002,GP03,7,5,2,1,1
20250102,2025-01-02,SP0091,TM001,GP04,6,6,4,3,3
20250102,2025-01-02,SP0093,TM003,GP04,12,10,4,2,2
20250102,2025-01-02,SP0094,TM001,GP03,5,4,3,1,1
20250102,2025-01-02,SP0095,TM010,FS02,10,7,2,1,1
20250102,2025-01-02,SP0096,TM008,EC02,9,6,4,1,1
20250102,2025-01-02,SP0097,TM003,GP04,9,7,3,3,1
20250102,2025-01-02,SP0098,TM007,KZN03,7,7,3,0,0
20250102,2025-01-02,SP0099,TM006,KZN02,5,4,2,1,0
20250102,2025-01-02,SP0100,TM009,EC03,8,7,3,3,1
20250102,2025-01-02,SP0101,TM006,KZN02,8,6,3,1,0
20250102,2025-01-02,SP0102,TM005,WC01,5,4,1,1,1
20250102,2025-01-02,SP0103,TM009,EC02,8,5,2,2,2
20250102,2025-01-02,SP0104,TM004,WC03,5,3,1,0,0
20250102,2025-01-02,SP0107,TM005,WC01,9,6,3,2,1
20250102,2025-01-02,SP0108,TM012,MP01,7,6,5,2,1
20250102,2025-01-02,SP0109,TM003,GP05,4,2,2,1,1
20250102,2025-01-02,SP0111,TM002,GP04,7,6,5,5,2
20250102,2025-01-02,SP0112,TM011,LP02,12,10,9,6,4
20250102,2025-01-02,SP0113,TM009,EC01,7,6,1,1,0
20250102,2025-01-02,SP0116,TM012,MP02,4,4,2,1,1
20250102,2025-01-02,SP0117,TM003,GP02,7,4,2,1,1
20250102,2025-01-02,SP0118,TM003,GP01,7,7,5,4,3
20250102,2025-01-02,SP0120,TM012,MP02,4,2,2,2,1
20250102,2025-01-02,SP0121,TM008,EC03,6,5,2,1,1
20250102,2025-01-02,SP0122,TM006,KZN01,9,7,4,3,3
20250102,2025-01-02,SP0123,TM012,MP01,9,8,6,4,4
20250102,2025-01-02,SP0124,TM014,NC01,4,3,1,1,1
20250102,2025-01-02,SP0125,TM005,WC03,1,1,1,0,0
20250102,2025-01-02,SP0126,TM007,KZN02,9,5,2,0,0
20250102,2025-01-02,SP0127,TM008,EC03,4,3,1,1,1
20250102,2025-01-02,SP0128,TM007,KZN04,8,7,3,2,2
20250102,2025-01-02,SP0129,TM007,KZN04,3,3,2,2,1
20250102,2025-01-02,SP0130,TM007,KZN04,10,8,4,1,1
20250102,2025-01-02,SP0131,TM012,MP01,9,6,2,1,1
20250102,2025-01-02,SP0132,TM002,GP05,6,3,0,0,0
20250102,2025-01-02,SP0133,TM005,WC03,8,4,1,1,1
20250102,2025-01-02,SP0136,TM010,FS02,12,10,7,6,3
20250102,2025-01-02,SP0137,TM006,KZN01,11,10,3,2,2
20250102,2025-01-02,SP0138,TM013,NW01,17,13,4,4,3
20250102,2025-01-02,SP0139,TM010,FS01,8,6,4,3,2
20250102,2025-01-02,SP0140,TM012,MP02,8,6,3,2,2
20250102,2025-01-02,SP0141,TM002,GP04,12,7,4,4,2
20250102,2025-01-02,SP0142,TM002,GP05,12,12,5,4,4
20250102,2025-01-02,SP0143,TM011,LP01,7,4,3,3,1
20250102,2025-01-02,SP0144,TM014,NC01,8,8,4,4,4
20250102,2025-01-02,SP0146,TM008,EC03,4,4,1,0,0
20250102,2025-01-02,SP0148,TM005,WC04,6,3,2,2,1
20250102,2025-01-02,SP0149,TM013,NW02,5,3,1,1,0
20250102,2025-01-02,SP0150,TM012,MP01,7,4,2,1,0
20250102,2025-01-02,SP0151,TM013,NW02,12,8,5,5,3
20250102,2025-01-02,SP0152,TM013,NW01,14,8,5,3,2
20250102,2025-01-02,SP0154,TM006,KZN04,9,8,2,1,1
20250102,2025-01-02,SP0155,TM007,KZN01,8,6,2,1,1
20250102,2025-01-02,SP0157,TM005,WC01,6,5,5,1,0
20250102,2025-01-02,SP0160,TM004,WC03,11,6,3,1,0
20250103,2025-01-03,SP0002,TM002,GP01,8,5,4,2,1
20250103,2025-01-03,SP0004,TM004,WC03,4,4,2,1,1
20250103,2025-01-03,SP0005,TM005,WC02,15,9,4,2,2
20250103,2025-01-03,SP0006,TM006,KZN03,4,4,2,1,1
20250103,2025-01-03,SP0008,TM008,EC01,12,9,6,3,3
20250103,2025-01-03,SP0009,TM009,EC02,8,6,1,1,0
20250103,2025-01-03,SP0011,TM011,LP01,7,6,2,2,1
20250103,2025-01-03,SP0012,TM012,MP02,10,7,5,4,2
20250103,2025-01-03,SP0014,TM014,NC01,6,5,3,2,1
20250103,2025-01-03,SP0015,TM002,GP04,6,3,1,1,1
20250103,2025-01-03,SP0016,TM011,LP02,6,5,2,2,1
20250103,2025-01-03,SP0018,TM011,LP01,9,6,2,2,1
20250103,2025-01-03,SP0019,TM012,MP02,3,2,0,0,0
20250103,2025-01-03,SP0020,TM002,GP04,6,4,2,1,1
20250103,2025-01-03,SP0021,TM001,GP01,7,5,1,0,0
20250103,2025-01-03,SP0022,TM012,MP01,17,14,5,1,0
20250103,2025-01-03,SP0023,TM005,WC02,9,8,7,5,5
20250103,2025-01-03,SP0024,TM001,GP03,6,6,6,5,2
20250103,2025-01-03,SP0026,TM005,WC04,6,5,3,1,1
20250103,2025-01-03,SP0027,TM008,EC02,2,2,1,1,0
20250103,2025-01-03,SP0028,TM010,FS02,4,3,0,0,0
20250103,2025-01-03,SP0029,TM009,EC01,10,5,2,1,0
20250103,2025-01-03,SP0030,TM008,EC01,21,16,8,7,6
20250103,2025-01-03,SP0031,TM009,EC03,9,8,6,5,5
20250103,2025-01-03,SP0032,TM014,NC01,3,0,0,0,0
20250103,2025-01-03,SP0033,TM014,NC01,14,12,7,4,3
20250103,2025-01-03,SP0035,TM013,NW01,10,7,6,3,2
20250103,2025-01-03,SP0036,TM014,NC01,8,8,4,2,1
20250103,2025-01-03,SP0037,TM003,GP01,9,7,5,4,3
20250103,2025-01-03,SP0040,TM014,NC01,7,5,2,2,2
20250103,2025-01-03,SP0041,TM006,KZN01,11,10,8,5,3
20250103,2025-01-03,SP0045,TM011,LP01,7,6,4,1,1
20250103,2025-01-03,SP0046,TM009,EC03,9,6,1,1,1
20250103,2025-01-03,SP0047,TM010,FS01,12,8,4,3,3
20250103,2025-01-03,SP0048,TM004,WC03,7,4,1,1,1
20250103,2025-01-03,SP0049,TM002,GP05,6,4,2,2,2
20250103,2025-01-03,SP0052,TM003,GP05,9,7,4,2,2
20250103,2025-01-03,SP0053,TM013,NW01,8,3,1,1,0
20250103,2025-01-03,SP0054,TM010,FS01,7,5,3,2,0
20250103,2025-01-03,SP0055,TM009,EC02,6,4,2,2,1
20250103,2025-01-03,SP0056,TM012,MP02,6,5,3,1,1
20250103,2025-01-03,SP0057,TM004,WC01,5,4,2,1,0
20250103,2025-01-03,SP0058,TM013,NW01,5,5,2,0,0
20250103,2025-01-03,SP0059,TM001,GP05,9,5,2,2,1
20250103,2025-01-03,SP0061,TM011,LP02,9,8,3,2,2
20250103,2025-01-03,SP0062,TM011,LP01,5,5,3,2,1
20250103,2025-01-03,SP0064,TM011,LP01,8,7,2,2,2
20250103,2025-01-03,SP0065,TM005,WC02,7,5,2,0,0
20250103,2025-01-03,SP0066,TM014,NC01,4,3,1,1,1
20250103,2025-01-03,SP0067,TM011,LP01,6,4,2,2,1
20250103,2025-01-03,SP0068,TM003,GP04,6,6,5,2,1
20250103,2025-01-03,SP0070,TM002,GP04,3,2,2,1,1
20250103,2025-01-03,SP0071,TM014,NC01,4,3,1,1,1
20250103,2025-01-03,SP0074,TM004,WC04,12,9,5,3,1
20250103,2025-01-03,SP0075,TM002,GP04,16,12,5,4,1
20250103,2025-01-03,SP0076,TM011,LP02,11,11,5,2,2
20250103,2025-01-03,SP0077,TM004,WC01,5,4,3,0,0
20250103,2025-01-03,SP0079,TM008,EC02,7,4,1,1,1
20250103,2025-01-03,SP0080,TM001,GP02,13,9,3,2,2
20250103,2025-01-03,SP0082,TM002,GP05,5,4,2,2,0
20250103,2025-01-03,SP0083,TM007,KZN04,9,6,3,2,2
20250103,2025-01-03,SP0084,TM006,KZN04,7,6,3,3,1
20250103,2025-01-03,SP0085,TM012,MP02,8,5,3,3,2
20250103,2025-01-03,SP0086,TM010,FS01,5,4,2,2,1
20250103,2025-01-03,SP0087,TM003,GP04,15,12,8,6,2
20250103,2025-01-03,SP0088,TM001,GP05,1,1,1,1,0
20250103,2025-01-03,SP0089,TM012,MP02,3,2,1,0,0
20250103,2025-01-03,SP0090,TM002,GP03,11,8,7,5,5
20250103,2025-01-03,SP0091,TM001,GP04,6,3,2,2,1
20250103,2025-01-03,SP0092,TM002,GP01,8,4,3,3,1
20250103,2025-01-03,SP0093,TM003,GP04,9,9,4,4,2
20250103,2025-01-03,SP0095,TM010,FS02,7,5,2,2,1
20250103,2025-01-03,SP0096,TM008,EC02,5,3,1,1,1
20250103,2025-01-03,SP0097,TM003,GP04,4,3,2,1,0
20250103,2025-01-03,SP0098,TM007,KZN03,12,10,7,6,5
20250103,2025-01-03,SP0099,TM006,KZN02,6,6,0,0,0
20250103,2025-01-03,SP0100,TM009,EC03,5,4,2,1,1
20250103,2025-01-03,SP0101,TM006,KZN02,9,5,4,3,3
20250103,2025-01-03,SP0103,TM009,EC02,10,5,3,3,3
20250103,2025-01-03,SP0104,TM004,WC03,12,7,5,1,1
20250103,2025-01-03,SP0106,TM012,MP01,8,7,3,2,2
20250103,2025-01-03,SP0108,TM012,MP01,5,3,2,2,2
20250103,2025-01-03,SP0109,TM003,GP05,5,2,1,1,0
20250103,2025-01-03,SP0111,TM002,GP04,8,6,4,3,1
20250103,2025-01-03,SP0112,TM011,LP02,15,12,5,4,4
20250103,2025-01-03,SP0113,TM009,EC01,8,8,4,4,3
20250103,2025-01-03,SP0115,TM012,MP01,7,7,4,3,3
20250103,2025-01-03,SP0116,TM012,MP02,13,8,5,4,4
20250103,2025-01-03,SP0119,TM002,GP04,14,11,6,5,4
20250103,2025-01-03,SP0120,TM012,MP02,6,4,2,2,1
20250103,2025-01-03,SP0122,TM006,KZN01,8,6,4,2,1
20250103,2025-01-03,SP0123,TM012,MP01,4,3,1,1,1
20250103,2025-01-03,SP0124,TM014,NC01,9,4,2,2,2
20250103,2025-01-03,SP0125,TM005,WC03,9,8,2,1,1
20250103,2025-01-03,SP0126,TM007,KZN02,7,5,4,4,2
20250103,2025-01-03,SP0127,TM008,EC03,11,7,5,2,2
20250103,2025-01-03,SP0128,TM007,KZN04,10,8,3,1,1
20250103,2025-01-03,SP0129,TM007,KZN04,4,2,2,2,2
20250103,2025-01-03,SP0131,TM012,MP01,4,1,0,0,0
20250103,2025-01-03,SP0132,TM002,GP05,14,10,5,4,3
20250103,2025-01-03,SP0133,TM005,WC03,4,4,1,1,0
20250103,2025-01-03,SP0134,TM002,GP05,14,9,5,3,3
20250103,2025-01-03,SP0135,TM001,GP05,3,3,1,1,0
20250103,2025-01-03,SP0136,TM010,FS02,9,5,3,3,2
20250103,2025-01-03,SP0138,TM013,NW01,9,8,4,4,2
20250103,2025-01-03,SP0139,TM010,FS01,9,8,5,5,5
20250103,2025-01-03,SP0140,TM012,MP02,10,7,2,1,1
20250103,2025-01-03,SP0141,TM002,GP04,8,5,3,2,2
20250103,2025-01-03,SP0142,TM002,GP05,10,7,3,2,1
20250103,2025-01-03,SP0143,TM011,LP01,5,2,1,1,0
20250103,2025-01-03,SP0144,TM014,NC01,6,6,4,2,2
20250103,2025-01-03,SP0145,TM013,NW01,6,5,5,4,4
20250103,2025-01-03,SP0146,TM008,EC03,2,1,1,1,1
20250103,2025-01-03,SP0147,TM005,WC03,14,12,6,3,2
20250103,2025-01-03,SP0148,TM005,WC04,8,4,4,3,1
20250103,2025-01-03,SP0152,TM013,NW01,8,4,4,4,3
20250103,2025-01-03,SP0154,TM006,KZN04,12,9,6,4,4
20250103,2025-01-03,SP0156,TM009,EC03,9,4,2,2,0
20250103,2025-01-03,SP0157,TM005,WC01,7,5,2,1,1
20250103,2025-01-03,SP0159,TM006,KZN01,14,10,7,6,5
20250103,2025-01-03,SP0160,TM004,WC03,5,4,1,0,0
20250106,2025-01-06,SP0002,TM002,GP01,13,10,6,3,3
20250106,2025-01-06,SP0003,TM003,GP04,9,6,3,2,1
20250106,2025-01-06,SP0005,TM005,WC02,9,4,1,1,1
20250106,2025-01-06,SP0006,TM006,KZN03,9,6,3,2,2
20250106,2025-01-06,SP0007,TM007,KZN02,2,1,0,0,0
20250106,2025-01-06,SP0008,TM008,EC01,10,10,3,3,2
20250106,2025-01-06,SP0009,TM009,EC02,10,10,7,4,3
20250106,2025-01-06,SP0010,TM010,FS01,7,7,4,2,2
20250106,2025-01-06,SP0011,TM011,LP01,3,3,0,0,0
20250106,2025-01-06,SP0012,TM012,MP02,3,1,1,1,0
20250106,2025-01-06,SP0015,TM002,GP04,8,8,6,4,4
20250106,2025-01-06,SP0017,TM007,KZN02,7,2,2,0,0
20250106,2025-01-06,SP0018,TM011,LP01,5,5,5,2,2
20250106,2025-01-06,SP0019,TM012,MP02,12,7,3,2,1
20250106,2025-01-06,SP0020,TM002,GP04,2,1,0,0,0
20250106,2025-01-06,SP0021,TM001,GP01,2,2,2,0,0
20250106,2025-01-06,SP0022,TM012,MP01,10,8,3,2,1
20250106,2025-01-06,SP0023,TM005,WC02,8,5,2,0,0
20250106,2025-01-06,SP0024,TM001,GP03,6,4,2,1,1
20250106,2025-01-06,SP0025,TM014,NC01,11,8,5,5,4
20250106,2025-01-06,SP0026,TM005,WC04,5,5,2,0,0
20250106,2025-01-06,SP0027,TM008,EC02,3,3,2,2,2
20250106,2025-01-06,SP0029,TM009,EC01,10,6,5,4,3
20250106,2025-01-06,SP0030,TM008,EC01,9,6,4,3,3
20250106,2025-01-06,SP0031,TM009,EC03,5,5,5,2,1
20250106,2025-01-06,SP0032,TM014,NC01,7,4,3,2,2
20250106,2025-01-06,SP0033,TM014,NC01,7,4,3,1,1
20250106,2025-01-06,SP0034,TM013,NW02,7,4,2,1,0
20250106,2025-01-06,SP0035,TM013,NW01,7,5,3,3,3
20250106,2025-01-06,SP0036,TM014,NC01,11,9,7,5,5
20250106,2025-01-06,SP0037,TM003,GP01,9,7,3,3,2
20250106,2025-01-06,SP0038,TM014,NC01,13,9,7,4,2
20250106,2025-01-06,SP0039,TM014,NC01,6,2,2,2,2
20250106,2025-01-06,SP0040,TM014,NC01,4,1,1,0,0
