target_month_key,target_month,region_id,product_id,target_policy_count,target_revenue
202401,2024-01-01,KZN02,P008,12,1993.51
202401,2024-01-01,KZN02,P009,14,3676.12
202401,2024-01-01,KZN03,P001,24,23355.37
202401,2024-01-01,KZN03,P002,17,7178.23
202401,2024-01-01,KZN03,P003,13,9471.44
202401,2024-01-01,KZN03,P004,15,5862.66
202401,2024-01-01,KZN03,P005,29,5938.3
202401,2024-01-01,KZN03,P006,22,11982.51
202401,2024-01-01,KZN03,P007,16,5188.74
202401,2024-01-01,KZN03,P008,12,2046.68
202401,2024-01-01,KZN03,P009,13,3447.37
202401,2024-01-01,KZN04,P001,29,27822.94
202401,2024-01-01,KZN04,P002,21,9187.23
202401,2024-01-01,KZN04,P003,17,12607.28
202401,2024-01-01,KZN04,P004,17,6577.86
202401,2024-01-01,KZN04,P005,38,7994.25
202401,2024-01-01,KZN04,P006,26,14539.7
202401,2024-01-01,KZN04,P007,19,6542.03
202401,2024-01-01,KZN04,P008,15,2403.86
202401,2024-01-01,KZN04,P009,15,3976.44
202401,2024-01-01,EC01,P001,22,22320.64
202401,2024-01-01,EC01,P002,18,7549.44
202401,2024-01-01,EC01,P003,13,9603.47
202401,2024-01-01,EC01,P004,15,5839.26
202401,2024-01-01,EC01,P005,33,6761.75
202401,2024-01-01,EC01,P006,21,12277.63
202401,2024-01-01,EC01,P007,16,5384.06
202401,2024-01-01,EC01,P008,11,1879.09
202401,2024-01-01,EC01,P009,12,3033.63
202401,2024-01-01,EC02,P001,18,18196.94
202401,2024-01-01,EC02,P002,15,6183.72
202401,2024-01-01,EC02,P003,11,8129.94
202401,2024-01-01,EC02,P004,13,4976.89
202401,2024-01-01,EC02,P005,28,6084.72
202401,2024-01-01,EC02,P006,17,9356.36
202401,2024-01-01,EC02,P007,14,4752.55
202401,2024-01-01,EC02,P008,10,1629.37
202401,2024-01-01,EC02,P009,11,2794.91
202401,2024-01-01,EC03,P001,20,19808.29
202401,2024-01-01,EC03,P002,16,6641.76
202401,2024-01-01,EC03,P003,12,8838.37
202401,2024-01-01,EC03,P004,12,4423.57
202401,2024-01-01,EC03,P005,28,6165.84
202401,2024-01-01,EC03,P006,19,10483.75
202401,2024-01-01,EC03,P007,13,4477.01
202401,2024-01-01,EC03,P008,11,1851.85
202401,2024-01-01,EC03,P009,10,2641.79
202401,2024-01-01,FS01,P001,19,18954.07
202401,2024-01-01,FS01,P002,16,6527.22
202401,2024-01-01,FS01,P003,11,7793.62
202401,2024-01-01,FS01,P004,13,4953.01
202401,2024-01-01,FS01,P005,26,5628.43
202401,2024-01-01,FS01,P006,18,10442.74
202401,2024-01-01,FS01,P007,12,4147.33
202401,2024-01-01,FS01,P008,10,1622.99
202401,2024-01-01,FS01,P009,11,2863.7
202401,2024-01-01,FS02,P001,18,18245.08
202401,2024-01-01,FS02,P002,15,6191.87
202401,2024-01-01,FS02,P003,11,7829.95
202401,2024-01-01,FS02,P004,12,4463.49
202401,2024-01-01,FS02,P005,25,5319.56
202401,2024-01-01,FS02,P006,15,8308.13
202401,2024-01-01,FS02,P007,12,4041.19
202401,2024-01-01,FS02,P008,9,1495.51
202401,2024-01-01,FS02,P009,10,2695.95
202401,2024-01-01,LP01,P001,16,15585.07
202401,2024-01-01,LP01,P002,14,5808.92
202401,2024-01-01,LP01,P003,10,7229.09
202401,2024-01-01,LP01,P004,11,4062.89
202401,2024-01-01,LP01,P005,25,5441.25
202401,2024-01-01,LP01,P006,15,8205.36
202401,2024-01-01,LP01,P007,12,3923.15
202401,2024-01-01,LP01,P008,9,1497.65
202401,2024-01-01,LP01,P009,9,2414.91
202401,2024-01-01,LP02,P001,18,18295.17
202401,2024-01-01,LP02,P002,13,5441.77
202401,2024-01-01,LP02,P003,11,8172.55
202401,2024-01-01,LP02,P004,12,4460.89
202401,2024-01-01,LP02,P005,25,5304.39
202401,2024-01-01,LP02,P006,18,10083.69
202401,2024-01-01,LP02,P007,13,4405.52
202401,2024-01-01,LP02,P008,10,1722.79
202401,2024-01-01,LP02,P009,11,2802.34
202401,2024-01-01,MP01,P001,18,17995.64
202401,2024-01-01,MP01,P002,13,5590.61
202401,2024-01-01,MP01,P003,11,7915.1
202401,2024-01-01,MP01,P004,12,4599.41
202401,2024-01-01,MP01,P005,26,5575.29
202401,2024-01-01,MP01,P006,16,8794.44
202401,2024-01-01,MP01,P007,12,3983.35
202401,2024-01-01,MP01,P008,10,1683.26
202401,2024-01-01,MP01,P009,10,2702.99
202401,2024-01-01,MP02,P001,19,19498.41
202401,2024-01-01,MP02,P002,16,6570.31
202401,2024-01-01,MP02,P003,12,8430.43
202401,2024-01-01,MP02,P004,13,4982.38
202401,2024-01-01,MP02,P005,27,5623.31
202401,2024-01-01,MP02,P006,18,10285.06
202401,2024-01-01,MP02,P007,15,5102.92
202401,2024-01-01,MP02,P008,11,1826.59
202401,2024-01-01,MP02,P009,12,3144.64
202401,2024-01-01,NW01,P001,17,16747.44
202401,2024-01-01,NW01,P002,16,6753.62
202401,2024-01-01,NW01,P003,10,7523.83
202401,2024-01-01,NW01,P004,11,4222.54
202401,2024-01-01,NW01,P005,27,5848.66
202401,2024-01-01,NW01,P006,16,8943.27
202401,2024-01-01,NW01,P007,12,3910.92
202401,2024-01-01,NW01,P008,10,1637.31
202401,2024-01-01,NW01,P009,10,2694.86
202401,2024-01-01,NW02,P001,20,19970.55
202401,2024-01-01,NW02,P002,16,7054.84
202401,2024-01-01,NW02,P003,12,8609.83
202401,2024-01-01,NW02,P004,12,4425.65
202401,2024-01-01,NW02,P005,29,5987.68
202401,2024-01-01,NW02,P006,19,11098.88
202401,2024-01-01,NW02,P007,14,4772.66
202401,2024-01-01,NW02,P008,10,1684.27
202401,2024-01-01,NW02,P009,12,3167.08
202401,2024-01-01,NC01,P001,18,18150.59
202401,2024-01-01,NC01,P002,14,5774.38
202401,2024-01-01,NC01,P003,9,6476.37
202401,2024-01-01,NC01,P004,10,3960.16
202401,2024-01-01,NC01,P005,21,4325.41
202401,2024-01-01,NC01,P006,16,8798.12
202401,2024-01-01,NC01,P007,12,3874.37
202401,2024-01-01,NC01,P008,9,1462.67
202401,2024-01-01,NC01,P009,9,2349.71
202402,2024-02-01,GP01,P001,31,31786.59
202402,2024-02-01,GP01,P002,26,10688.17
202402,2024-02-01,GP01,P003,18,12879.88
202402,2024-02-01,GP01,P004,20,7934.85
202402,2024-02-01,GP01,P005,39,8531.11
202402,2024-02-01,GP01,P006,30,16815.0
202402,2024-02-01,GP01,P007,21,6798.0
202402,2024-02-01,GP01,P008,15,2504.6
202402,2024-02-01,GP01,P009,17,4294.18
202402,2024-02-01,GP02,P001,34,34341.63
202402,2024-02-01,GP02,P002,24,10096.49
202402,2024-02-01,GP02,P003,19,13443.08
202402,2024-02-01,GP02,P004,22,8123.19
202402,2024-02-01,GP02,P005,43,9452.55
202402,2024-02-01,GP02,P006,28,16158.49
202402,2024-02-01,GP02,P007,24,7846.34
202402,2024-02-01,GP02,P008,16,2709.11
202402,2024-02-01,GP02,P009,18,4840.49
202402,2024-02-01,GP03,P001,38,38681.49
202402,2024-02-01,GP03,P002,25,10331.74
202402,2024-02-01,GP03,P003,21,15865.81
202402,2024-02-01,GP03,P004,22,8368.93
202402,2024-02-01,GP03,P005,45,9622.24
202402,2024-02-01,GP03,P006,32,17563.68
202402,2024-02-01,GP03,P007,25,8521.28
202402,2024-02-01,GP03,P008,17,2748.28
202402,2024-02-01,GP03,P009,20,5176.29
202402,2024-02-01,GP04,P001,26,26193.77
202402,2024-02-01,GP04,P002,22,9160.12
202402,2024-02-01,GP04,P003,17,12401.52
202402,2024-02-01,GP04,P004,19,7538.9
202402,2024-02-01,GP04,P005,39,8519.91
202402,2024-02-01,GP04,P006,26,14896.22
202402,2024-02-01,GP04,P007,19,6112.17
202402,2024-02-01,GP04,P008,13,2235.0
202402,2024-02-01,GP04,P009,14,3678.7
202402,2024-02-01,GP05,P001,29,28968.78
202402,2024-02-01,GP05,P002,25,10616.07
202402,2024-02-01,GP05,P003,18,12597.28
202402,2024-02-01,GP05,P004,20,7862.16
202402,2024-02-01,GP05,P005,42,9054.07
202402,2024-02-01,GP05,P006,25,13712.3
202402,2024-02-01,GP05,P007,20,6515.75
202402,2024-02-01,GP05,P008,15,2558.04
202402,2024-02-01,GP05,P009,16,4287.12
202402,2024-02-01,WC01,P001,29,28843.85
202402,2024-02-01,WC01,P002,24,10027.6
202402,2024-02-01,WC01,P003,19,14033.87
202402,2024-02-01,WC01,P004,19,7139.79
202402,2024-02-01,WC01,P005,44,9151.4
202402,2024-02-01,WC01,P006,30,17613.15
202402,2024-02-01,WC01,P007,19,6124.78
202402,2024-02-01,WC01,P008,14,2403.18
202402,2024-02-01,WC01,P009,16,4143.58
202402,2024-02-01,WC02,P001,28,28649.21
202402,2024-02-01,WC02,P002,22,9100.36
202402,2024-02-01,WC02,P003,18,12895.71
202402,2024-02-01,WC02,P004,18,6973.87
202402,2024-02-01,WC02,P005,39,8231.34
202402,2024-02-01,WC02,P006,25,14478.33
202402,2024-02-01,WC02,P007,21,6751.98
202402,2024-02-01,WC02,P008,14,2376.76
202402,2024-02-01,WC02,P009,15,3911.42
202402,2024-02-01,WC03,P001,32,32817.34
202402,2024-02-01,WC03,P002,24,10509.2
202402,2024-02-01,WC03,P003,17,12288.89
202402,2024-02-01,WC03,P004,20,7878.03
202402,2024-02-01,WC03,P005,38,8127.94
202402,2024-02-01,WC03,P006,25,13897.88
202402,2024-02-01,WC03,P007,21,7129.34
202402,2024-02-01,WC03,P008,15,2473.87
202402,2024-02-01,WC03,P009,15,3963.21
202402,2024-02-01,WC04,P001,27,25758.63
202402,2024-02-01,WC04,P002,21,8768.14
202402,2024-02-01,WC04,P003,15,10840.59
202402,2024-02-01,WC04,P004,19,7052.17
202402,2024-02-01,WC04,P005,38,7778.23
202402,2024-02-01,WC04,P006,27,14912.28
202402,2024-02-01,WC04,P007,19,6526.5
202402,2024-02-01,WC04,P008,14,2246.75
202402,2024-02-01,WC04,P009,15,3874.91
202402,2024-02-01,KZN01,P001,29,29304.55
202402,2024-02-01,KZN01,P002,22,9081.85
202402,2024-02-01,KZN01,P003,18,12761.02
202402,2024-02-01,KZN01,P004,20,7609.54
202402,2024-02-01,KZN01,P005,42,8814.07
202402,2024-02-01,KZN01,P006,25,14131.32
202402,2024-02-01,KZN01,P007,21,6860.58
202402,2024-02-01,KZN01,P008,14,2381.01
202402,2024-02-01,KZN01,P009,17,4466.45
202402,2024-02-01,KZN02,P001,24,23217.28
202402,2024-02-01,KZN02,P002,19,7848.4
202402,2024-02-01,KZN02,P003,14,9818.21
202402,2024-02-01,KZN02,P004,16,6252.0
202402,2024-02-01,KZN02,P005,32,6727.37
202402,2024-02-01,KZN02,P006,22,12692.66
202402,2024-02-01,KZN02,P007,17,5859.03
202402,2024-02-01,KZN02,P008,11,1783.11
202402,2024-02-01,KZN02,P009,13,3400.73
202402,2024-02-01,KZN03,P001,22,22332.42
202402,2024-02-01,KZN03,P002,19,7774.4
202402,2024-02-01,KZN03,P003,13,9343.89
202402,2024-02-01,KZN03,P004,16,6027.17
202402,2024-02-01,KZN03,P005,33,7189.65
202402,2024-02-01,KZN03,P006,22,11952.08
202402,2024-02-01,KZN03,P007,17,5672.44
202402,2024-02-01,KZN03,P008,11,1862.77
202402,2024-02-01,KZN03,P009,12,3168.41
202402,2024-02-01,KZN04,P001,27,27498.68
202402,2024-02-01,KZN04,P002,23,10080.46
202402,2024-02-01,KZN04,P003,16,11316.51
202402,2024-02-01,KZN04,P004,18,6764.38
202402,2024-02-01,KZN04,P005,36,7658.96
202402,2024-02-01,KZN04,P006,25,14226.15
202402,2024-02-01,KZN04,P007,20,6462.61
202402,2024-02-01,KZN04,P008,15,2558.62
202402,2024-02-01,KZN04,P009,14,3706.41
202402,2024-02-01,EC01,P001,22,22359.46
202402,2024-02-01,EC01,P002,18,7559.05
202402,2024-02-01,EC01,P003,14,10167.16
202402,2024-02-01,EC01,P004,14,5225.16
202402,2024-02-01,EC01,P005,32,6705.73
202402,2024-02-01,EC01,P006,20,11308.48
202402,2024-02-01,EC01,P007,15,4844.46
202402,2024-02-01,EC01,P008,12,2064.96
202402,2024-02-01,EC01,P009,13,3382.79
202402,2024-02-01,EC02,P001,21,20780.74
202402,2024-02-01,EC02,P002,16,6620.46
202402,2024-02-01,EC02,P003,13,9303.74
202402,2024-02-01,EC02,P004,12,4669.91
202402,2024-02-01,EC02,P005,27,5542.75
202402,2024-02-01,EC02,P006,18,9966.4
202402,2024-02-01,EC02,P007,14,4764.94
202402,2024-02-01,EC02,P008,9,1467.77
202402,2024-02-01,EC02,P009,11,2955.92
202402,2024-02-01,EC03,P001,19,19086.71
202402,2024-02-01,EC03,P002,16,6705.43
202402,2024-02-01,EC03,P003,13,9193.04
202402,2024-02-01,EC03,P004,14,5374.18
202402,2024-02-01,EC03,P005,28,5820.01
202402,2024-02-01,EC03,P006,19,10893.73
202402,2024-02-01,EC03,P007,13,4500.58
202402,2024-02-01,EC03,P008,9,1544.86
202402,2024-02-01,EC03,P009,12,3078.55
202402,2024-02-01,FS01,P001,19,18592.52
202402,2024-02-01,FS01,P002,15,6401.67
202402,2024-02-01,FS01,P003,11,7699.61
202402,2024-02-01,FS01,P004,13,4885.57
202402,2024-02-01,FS01,P005,25,5441.68
202402,2024-02-01,FS01,P006,16,9353.76
202402,2024-02-01,FS01,P007,13,4305.0
202402,2024-02-01,FS01,P008,10,1654.0
202402,2024-02-01,FS01,P009,11,2907.72
202402,2024-02-01,FS02,P001,18,17557.63
202402,2024-02-01,FS02,P002,15,6221.27
202402,2024-02-01,FS02,P003,10,7391.02
202402,2024-02-01,FS02,P004,12,4710.14
202402,2024-02-01,FS02,P005,23,4843.76
202402,2024-02-01,FS02,P006,17,9295.27
202402,2024-02-01,FS02,P007,11,3662.98
202402,2024-02-01,FS02,P008,8,1290.1
202402,2024-02-01,FS02,P009,9,2436.84
202402,2024-02-01,LP01,P001,18,17844.48
202402,2024-02-01,LP01,P002,14,5796.37
202402,2024-02-01,LP01,P003,9,6639.89
202402,2024-02-01,LP01,P004,11,4206.06
202402,2024-02-01,LP01,P005,24,5216.34
202402,2024-02-01,LP01,P006,14,8183.67
202402,2024-02-01,LP01,P007,11,3680.73
202402,2024-02-01,LP01,P008,8,1344.03
202402,2024-02-01,LP01,P009,9,2328.25
202402,2024-02-01,LP02,P001,20,19618.94
202402,2024-02-01,LP02,P002,15,6539.2
202402,2024-02-01,LP02,P003,11,8313.52
202402,2024-02-01,LP02,P004,12,4433.72
202402,2024-02-01,LP02,P005,24,5222.14
202402,2024-02-01,LP02,P006,18,10179.41
202402,2024-02-01,LP02,P007,12,3907.27
202402,2024-02-01,LP02,P008,9,1457.72
202402,2024-02-01,LP02,P009,10,2632.1
202402,2024-02-01,MP01,P001,20,19756.02
202402,2024-02-01,MP01,P002,15,6454.62
202402,2024-02-01,MP01,P003,11,8085.45
202402,2024-02-01,MP01,P004,12,4728.48
202402,2024-02-01,MP01,P005,24,5177.59
202402,2024-02-01,MP01,P006,18,10076.82
202402,2024-02-01,MP01,P007,13,4388.55
202402,2024-02-01,MP01,P008,9,1550.13
202402,2024-02-01,MP01,P009,11,2995.61
202402,2024-02-01,MP02,P001,21,20947.87
202402,2024-02-01,MP02,P002,15,6439.25
202402,2024-02-01,MP02,P003,13,9412.2
202402,2024-02-01,MP02,P004,14,5380.28
202402,2024-02-01,MP02,P005,28,5922.98
202402,2024-02-01,MP02,P006,19,11086.28
202402,2024-02-01,MP02,P007,15,4809.96
202402,2024-02-01,MP02,P008,10,1703.7
202402,2024-02-01,MP02,P009,11,2933.52
202402,2024-02-01,NW01,P001,19,19162.3
202402,2024-02-01,NW01,P002,13,5628.06
202402,2024-02-01,NW01,P003,11,8002.49
202402,2024-02-01,NW01,P004,12,4771.14
202402,2024-02-01,NW01,P005,26,5439.46
202402,2024-02-01,NW01,P006,16,9274.44
202402,2024-02-01,NW01,P007,13,4379.19
202402,2024-02-01,NW01,P008,10,1662.68
202402,2024-02-01,NW01,P009,10,2548.47
202402,2024-02-01,NW02,P001,22,21518.88
202402,2024-02-01,NW02,P002,15,6487.52
202402,2024-02-01,NW02,P003,13,9752.8
202402,2024-02-01,NW02,P004,13,4892.89
202402,2024-02-01,NW02,P005,30,6168.13
202402,2024-02-01,NW02,P006,18,10434.37
202402,2024-02-01,NW02,P007,14,4482.01
202402,2024-02-01,NW02,P008,10,1676.84
202402,2024-02-01,NW02,P009,12,3182.06
202402,2024-02-01,NC01,P001,16,16059.1
202402,2024-02-01,NC01,P002,13,5578.7
202402,2024-02-01,NC01,P003,10,7078.74
202402,2024-02-01,NC01,P004,11,4104.54
202402,2024-02-01,NC01,P005,24,4893.06
202402,2024-02-01,NC01,P006,15,8681.88
202402,2024-02-01,NC01,P007,11,3753.95
202402,2024-02-01,NC01,P008,8,1304.92
202402,2024-02-01,NC01,P009,9,2430.9
202403,2024-03-01,GP01,P001,27,27173.94
202403,2024-03-01,GP01,P002,23,9976.76
202403,2024-03-01,GP01,P003,17,12535.67
202403,2024-03-01,GP01,P004,20,7822.63
202403,2024-03-01,GP01,P005,39,8179.34
202403,2024-03-01,GP01,P006,25,14308.25
202403,2024-03-01,GP01,P007,18,5877.17
202403,2024-03-01,GP01,P008,13,2219.99
202403,2024-03-01,GP01,P009,14,3608.76
202403,2024-03-01,GP02,P001,32,32163.43
202403,2024-03-01,GP02,P002,24,9860.98
202403,2024-03-01,GP02,P003,19,13567.33
202403,2024-03-01,GP02,P004,20,7707.82
202403,2024-03-01,GP02,P005,42,8670.14
202403,2024-03-01,GP02,P006,26,14429.93
202403,2024-03-01,GP02,P007,21,7163.06
202403,2024-03-01,GP02,P008,15,2538.91
202403,2024-03-01,GP02,P009,15,3890.34
202403,2024-03-01,GP03,P001,34,32599.59
202403,2024-03-01,GP03,P002,27,11571.25
202403,2024-03-01,GP03,P003,18,12726.51
202403,2024-03-01,GP03,P004,20,7464.67
202403,2024-03-01,GP03,P005,44,9202.26
202403,2024-03-01,GP03,P006,30,16595.23
202403,2024-03-01,GP03,P007,23,7788.43
202403,2024-03-01,GP03,P008,17,2901.44
202403,2024-03-01,GP03,P009,17,4636.93
202403,2024-03-01,GP04,P001,25,25176.52
202403,2024-03-01,GP04,P002,19,8243.31
202403,2024-03-01,GP04,P003,15,10481.8
202403,2024-03-01,GP04,P004,16,6270.83
202403,2024-03-01,GP04,P005,34,6939.38
202403,2024-03-01,GP04,P006,26,14687.05
202403,2024-03-01,GP04,P007,19,6499.75
202403,2024-03-01,GP04,P008,13,2160.93
202403,2024-03-01,GP04,P009,13,3382.64
202403,2024-03-01,GP05,P001,30,29974.27
202403,2024-03-01,GP05,P002,21,8969.02
202403,2024-03-01,GP05,P003,17,12489.49
202403,2024-03-01,GP05,P004,19,7153.84
202403,2024-03-01,GP05,P005,36,7624.35
202403,2024-03-01,GP05,P006,27,15137.16
202403,2024-03-01,GP05,P007,20,6607.49
202403,2024-03-01,GP05,P008,14,2265.1
202403,2024-03-01,GP05,P009,16,4343.56
202403,2024-03-01,WC01,P001,28,27215.48
202403,2024-03-01,WC01,P002,21,9061.5
202403,2024-03-01,WC01,P003,17,12103.38
202403,2024-03-01,WC01,P004,18,7121.15
202403,2024-03-01,WC01,P005,37,7862.76
202403,2024-03-01,WC01,P006,24,14033.28
202403,2024-03-01,WC01,P007,19,6268.53
202403,2024-03-01,WC01,P008,15,2428.6
202403,2024-03-01,WC01,P009,15,3891.97
202403,2024-03-01,WC02,P001,26,25868.75
202403,2024-03-01,WC02,P002,19,8269.23
202403,2024-03-01,WC02,P003,15,11200.57
202403,2024-03-01,WC02,P004,16,6010.77
202403,2024-03-01,WC02,P005,37,8106.39
202403,2024-03-01,WC02,P006,25,14504.1
202403,2024-03-01,WC02,P007,17,5574.96
202403,2024-03-01,WC02,P008,13,2216.48
202403,2024-03-01,WC02,P009,15,3989.73
202403,2024-03-01,WC03,P001,26,25201.91
202403,2024-03-01,WC03,P002,21,9117.2
202403,2024-03-01,WC03,P003,15,10541.79
202403,2024-03-01,WC03,P004,17,6415.96
202403,2024-03-01,WC03,P005,40,8431.78
202403,2024-03-01,WC03,P006,26,14578.92
202403,2024-03-01,WC03,P007,20,6925.67
202403,2024-03-01,WC03,P008,15,2533.88
202403,2024-03-01,WC03,P009,14,3706.71
202403,2024-03-01,WC04,P001,24,23881.82
202403,2024-03-01,WC04,P002,21,8683.77
202403,2024-03-01,WC04,P003,16,11756.28
202403,2024-03-01,WC04,P004,16,6355.71
202403,2024-03-01,WC04,P005,37,8002.02
202403,2024-03-01,WC04,P006,24,13842.01
202403,2024-03-01,WC04,P007,16,5151.98
202403,2024-03-01,WC04,P008,13,2168.61
202403,2024-03-01,WC04,P009,13,3383.42
202403,2024-03-01,KZN01,P001,27,27627.2
202403,2024-03-01,KZN01,P002,22,9603.57
202403,2024-03-01,KZN01,P003,17,12499.44
202403,2024-03-01,KZN01,P004,18,6865.89
202403,2024-03-01,KZN01,P005,39,8138.88
202403,2024-03-01,KZN01,P006,24,13289.57
202403,2024-03-01,KZN01,P007,18,6094.64
202403,2024-03-01,KZN01,P008,13,2188.43
202403,2024-03-01,KZN01,P009,16,4050.66
202403,2024-03-01,KZN02,P001,23,22285.94
202403,2024-03-01,KZN02,P002,17,7100.96
202403,2024-03-01,KZN02,P003,13,9767.65
202403,2024-03-01,KZN02,P004,15,5924.28
202403,2024-03-01,KZN02,P005,31,6532.54
202403,2024-03-01,KZN02,P006,22,12765.13
202403,2024-03-01,KZN02,P007,15,4925.82
202403,2024-03-01,KZN02,P008,11,1846.59
202403,2024-03-01,KZN02,P009,12,3133.12
202403,2024-03-01,KZN03,P001,22,22276.42
202403,2024-03-01,KZN03,P002,17,7032.17
202403,2024-03-01,KZN03,P003,14,9783.29
202403,2024-03-01,KZN03,P004,14,5333.54
202403,2024-03-01,KZN03,P005,28,6161.13
202403,2024-03-01,KZN03,P006,19,11094.52
202403,2024-03-01,KZN03,P007,14,4665.82
202403,2024-03-01,KZN03,P008,10,1626.86
202403,2024-03-01,KZN03,P009,11,2785.93
202403,2024-03-01,KZN04,P001,25,24359.64
202403,2024-03-01,KZN04,P002,22,9447.23
202403,2024-03-01,KZN04,P003,16,11427.88
202403,2024-03-01,KZN04,P004,18,6650.07
202403,2024-03-01,KZN04,P005,36,7863.97
202403,2024-03-01,KZN04,P006,24,13553.69
202403,2024-03-01,KZN04,P007,17,5465.3
202403,2024-03-01,KZN04,P008,13,2243.32
202403,2024-03-01,KZN04,P009,15,4034.89
202403,2024-03-01,EC01,P001,21,21587.69
202403,2024-03-01,EC01,P002,17,7060.77
202403,2024-03-01,EC01,P003,14,10010.38
202403,2024-03-01,EC01,P004,14,5519.4
202403,2024-03-01,EC01,P005,27,5699.13
202403,2024-03-01,EC01,P006,18,10292.02
202403,2024-03-01,EC01,P007,14,4815.73
202403,2024-03-01,EC01,P008,11,1765.01
202403,2024-03-01,EC01,P009,12,3155.17
