policy_id,sale_date_key,sale_date,customer_id,salesperson_id,region_id,raw_region_id,branch_id,product_id,channel_id,monthly_premium,annualized_revenue,discount_rate,commission_amount,sale_type,source_system,ingested_at
POL00098316,20260122,2026-01-22,C008869,SP0037,GP01,GP01,BR001,P001,CH02,929.45,11153.4,0.0,1338.41,New Business,CRM,2026-01-22 14:04:00
POL00098317,20260116,2026-01-16,C029605,SP0002,GP01,GP01,BR001,P001,CH04,1281.31,15375.72,0.0,1845.09,New Business,DigitalPortal,2026-01-16 09:12:00
POL00098318,20260111,2026-01-11,C004443,SP0092,GP01,GP01,BR001,P001,CH04,923.32,11079.84,0.0,1329.58,New Business,DigitalPortal,2026-01-11 14:26:00
POL00098319,20260105,2026-01-05,C027833,SP0037,GP01,GP01,BR001,P001,CH01,924.98,11099.76,0.0,1331.97,New Business,CRM,2026-01-05 08:38:00
POL00098320,20260113,2026-01-13,C023719,SP0037,GP01,GP01,BR001,P001,CH01,904.59,10855.08,0.0,1302.61,New Business,PolicyAdmin,2026-01-13 12:23:00
POL00098321,20260111,2026-01-11,C004622,SP0002,GP01,GP01,BR001,P001,CH05,1164.76,13977.12,0.0,1677.25,New Business,PolicyAdmin,2026-01-11 13:41:00
POL00098322,20260130,2026-01-30,C012851,SP0002,GP01,GP01,BR001,P001,CH01,1051.45,12617.4,0.15,1514.09,New Business,DigitalPortal,2026-01-30 12:15:00
POL00098323,20260107,2026-01-07,C018121,SP0021,GP01,GP01,BR001,P001,CH01,879.17,10550.04,0.1,1266.0,New Business,CRM,2026-01-07 09:55:00
POL00098324,20260129,2026-01-29,C025864,SP0092,GP01,GP01,BR001,P001,CH02,1107.59,13291.08,0.0,1594.93,New Business,CRM,2026-01-29 14:19:00
POL00098325,20260114,2026-01-14,C025024,SP0118,GP01,GP01,BR001,P001,CH02,999.41,11992.92,0.0,1439.15,New Business,DigitalPortal,2026-01-14 17:58:00
POL00098326,20260104,2026-01-04,C025054,SP0037,GP01,GP01,BR001,P001,CH01,903.53,10842.36,0.0,1301.08,New Business,CRM,2026-01-04 16:47:00
POL00098327,20260116,2026-01-16,C028889,SP0118,GP01,GP01,BR001,P001,CH05,958.5,11502.0,0.0,1380.24,New Business,PolicyAdmin,2026-01-16 09:37:00
POL00098328,20260120,2026-01-20,C019053,SP0002,GP01,GP01,BR001,P001,CH01,942.29,11307.48,0.0,1356.9,New Business,PolicyAdmin,2026-01-20 08:40:00
POL00098329,20260104,2026-01-04,C026966,SP0002,GP01,GP01,BR001,P001,CH02,1538.12,18457.44,0.0,2214.89,New Business,CRM,2026-01-04 13:22:00
POL00098330,20260118,2026-01-18,C003820,SP0021,GP01,GP01,BR001,P001,CH02,882.81,10593.72,0.0,1271.25,New Business,CRM,2026-01-18 09:26:00
POL00098331,20260128,2026-01-28,C015242,SP0002,GP01,GP01,BR001,P001,CH01,1085.24,13022.88,0.1,1562.75,New Business,CRM,2026-01-28 14:58:00
POL00098332,20260112,2026-01-12,C001809,SP0021,GP01,GP01,BR001,P002,CH04,475.54,5706.48,0.05,570.65,New Business,CRM,2026-01-12 09:09:00
POL00098333,20260127,2026-01-27,C014113,SP0021,GP01,GP01,BR001,P002,CH01,454.62,5455.44,0.0,545.54,New Business,PolicyAdmin,2026-01-27 10:09:00
POL00098334,20260114,2026-01-14,C005059,SP0002,GP01,GP01,BR001,P002,CH03,360.79,4329.48,0.0,432.95,New Business,PolicyAdmin,2026-01-14 17:05:00
POL00098335,20260123,2026-01-23,C014590,SP0118,GP01,GP01,BR001,P002,CH02,517.54,6210.48,0.0,621.05,New Business,PolicyAdmin,2026-01-23 11:48:00
POL00098336,20260110,2026-01-10,C023960,SP0037,GP01,GP01,BR001,P002,CH01,414.96,4979.52,0.0,497.95,New Business,PolicyAdmin,2026-01-10 14:21:00
POL00098337,20260108,2026-01-08,C000045,SP0002,GP01,GP01,BR001,P002,CH02,424.32,5091.84,0.0,509.18,New Business,CRM,2026-01-08 08:01:00
POL00098338,20260131,2026-01-31,C002422,SP0021,GP01,GP01,BR001,P002,CH01,406.46,4877.52,0.0,487.75,New Business,PolicyAdmin,2026-01-31 16:17:00
POL00098339,20260102,2026-01-02,C009235,SP0118,GP01,GP01,BR001,P002,CH02,545.39,6544.68,0.0,654.47,New Business,PolicyAdmin,2026-01-02 14:19:00
POL00098340,20260129,2026-01-29,C002316,SP0092,GP01,GP01,BR001,P002,CH04,565.69,6788.28,0.0,678.83,New Business,PolicyAdmin,2026-01-29 17:09:00
POL00098341,20260116,2026-01-16,C011422,SP0037,GP01,GP01,BR001,P002,CH03,471.65,5659.8,0.05,565.98,New Business,PolicyAdmin,2026-01-16 13:23:00
POL00098342,20260104,2026-01-04,C005095,SP0021,GP01,GP01,BR001,P002,CH01,445.92,5351.04,0.0,535.1,New Business,CRM,2026-01-04 15:59:00
POL00098343,20260119,2026-01-19,C005146,SP0021,GP01,GP01,BR001,P002,CH05,392.69,4712.28,0.15,471.23,New Business,DigitalPortal,2026-01-19 14:32:00
POL00098344,20260129,2026-01-29,C014954,SP0092,GP01,GP01,BR001,P002,CH01,405.02,4860.24,0.0,486.02,New Business,PolicyAdmin,2026-01-29 08:14:00
POL00098345,20260103,2026-01-03,C015453,SP0021,GP01,GP01,BR001,P002,CH04,318.16,3817.92,0.05,381.79,New Business,CRM,2026-01-03 10:02:00
POL00098346,20260125,2026-01-25,C010050,SP0021,GP01,GP01,BR001,P002,CH01,388.22,4658.64,0.05,465.86,New Business,PolicyAdmin,2026-01-25 08:00:00
POL00098347,20260128,2026-01-28,C001849,SP0002,GP01,GP01,BR001,P002,CH04,342.23,4106.76,0.15,410.68,New Business,DigitalPortal,2026-01-28 15:32:00
POL00098348,20260111,2026-01-11,C024728,SP0118,GP01,GP01,BR001,P002,CH02,354.8,4257.6,0.0,425.76,New Business,PolicyAdmin,2026-01-11 08:35:00
POL00098349,20260114,2026-01-14,C028714,SP0092,GP01,GP01,BR001,P002,CH04,543.26,6519.12,0.0,651.91,New Business,CRM,2026-01-14 15:15:00
POL00098350,20260121,2026-01-21,C006038,SP0021,GP01,GP01,BR001,P002,CH03,342.37,4108.44,0.1,410.84,New Business,CRM,2026-01-21 09:55:00
POL00098351,20260103,2026-01-03,C008703,SP0037,GP01,GP01,BR001,P002,CH01,296.1,3553.2,0.0,355.32,New Business,PolicyAdmin,2026-01-03 13:45:00
POL00098352,20260101,2026-01-01,C018355,SP0118,GP01,GP01,BR001,P002,CH02,489.06,5868.72,0.05,586.87,New Business,CRM,2026-01-01 17:02:00
POL00098353,20260128,2026-01-28,C028160,SP0092,GP01,GP01,BR001,P002,CH04,-398.85,-4786.2,0.0,478.62,New Business,PolicyAdmin,2026-01-28 13:26:00
POL00098354,20260112,2026-01-12,C007294,SP0118,GP01,GP01,BR001,P002,CH04,496.46,5957.52,0.0,595.75,New Business,PolicyAdmin,2026-01-12 10:07:00
POL00098355,20260124,2026-01-24,C011488,SP0092,GP01,GP01,BR001,P002,CH05,436.5,5238.0,0.1,523.8,New Business,CRM,2026-01-24 12:00:00
POL00098356,20260127,2026-01-27,C026891,SP0002,GP01,GP01,BR001,P002,CH04,383.66,4603.92,0.1,460.39,New Business,CRM,2026-01-27 13:23:00
POL00098357,20260127,2026-01-27,C023788,SP0037,GP01,GP01,BR001,P002,CH01,405.35,4864.2,0.0,486.42,New Business,PolicyAdmin,2026-01-27 14:32:00
POL00098358,20260110,2026-01-10,C026089,SP0118,GP01,GP01,BR001,P002,CH01,287.73,3452.76,0.15,345.28,New Business,CRM,2026-01-10 16:25:00
POL00098359,20260118,2026-01-18,C029417,SP0037,GP01,GP01,BR001,P002,CH05,271.83,3261.96,0.0,326.2,New Business,PolicyAdmin,2026-01-18 10:37:00
POL00098360,20260117,2026-01-17,C022157,SP0002,GP01,GP01,BR001,P003,CH04,680.32,8163.84,0.0,898.02,New Business,CRM,2026-01-17 08:30:00
POL00098361,20260119,2026-01-19,C022773,SP0002,GP01,GP01,BR001,P003,CH02,648.76,7785.12,0.0,856.36,New Business,CRM,2026-01-19 09:42:00
POL00098362,20260104,2026-01-04,C001102,SP0002,GP01,GP01,BR001,P003,CH03,788.09,9457.08,0.0,1040.28,New Business,CRM,2026-01-04 16:31:00
POL00098363,20260116,2026-01-16,C007875,SP0002,GP01,GP01,BR001,P003,CH01,740.83,8889.96,0.0,977.9,New Business,CRM,2026-01-16 11:14:00
POL00098364,20260104,2026-01-04,C021321,SP0118,GP01,GP01,BR001,P003,CH01,654.25,7851.0,0.0,863.61,New Business,CRM,2026-01-04 08:03:00
POL00098365,20260109,2026-01-09,C019165,SP0092,GP01,GP01,BR001,P003,CH01,669.55,8034.6,0.0,883.81,New Business,CRM,2026-01-09 12:50:00
POL00098366,20260122,2026-01-22,C022698,SP0021,GP01,GP01,BR001,P003,CH04,938.13,11257.56,0.0,1238.33,New Business,PolicyAdmin,2026-01-22 17:51:00
POL00098367,20260112,2026-01-12,C013842,SP0002,GP01,GP01,BR001,P003,CH02,707.87,8494.44,0.0,934.39,New Business,CRM,2026-01-12 17:36:00
POL00098368,20260130,2026-01-30,C008314,SP0037,GP01,GP01,BR001,P003,CH04,741.13,8893.56,0.0,978.29,New Business,CRM,2026-01-30 10:45:00
POL00098369,20260129,2026-01-29,C002414,SP0002,GP01,GP01,BR001,P003,CH01,446.32,5355.84,0.0,589.14,New Business,CRM,2026-01-29 13:18:00
POL00098370,20260117,2026-01-17,C013855,SP0092,GP01,GP01,BR001,P003,CH04,702.79,8433.48,0.0,927.68,New Business,DigitalPortal,2026-01-17 09:06:00
POL00098371,20260126,2026-01-26,C014895,SP0037,GP01,GP01,BR001,P003,CH01,788.93,9467.16,0.0,1041.39,New Business,DigitalPortal,2026-01-26 12:20:00
POL00098372,20260103,2026-01-03,C015026,SP0021,GP01,GP01,BR001,P003,CH03,669.2,8030.4,0.0,883.34,New Business,CRM,2026-01-03 14:08:00
POL00098373,20260120,2026-01-20,C002284,SP0037,GP01,GP01,BR001,P003,CH01,716.8,8601.6,0.0,946.18,New Business,CRM,2026-01-20 13:22:00
POL00098374,20260106,2026-01-06,C009675,SP0118,GP01,GP01,BR001,P003,CH01,695.95,8351.4,0.05,918.65,New Business,CRM,2026-01-06 13:19:00
POL00098375,20260123,2026-01-23,C001676,SP0002,GP01,GP01,BR001,P003,CH01,843.44,10121.28,0.0,1113.34,New Business,DigitalPortal,2026-01-23 13:44:00
POL00098376,20260104,2026-01-04,C007052,SP0037,GP01,GP01,BR001,P003,CH01,647.19,7766.28,0.0,854.29,New Business,PolicyAdmin,2026-01-04 08:26:00
POL00098377,20260117,2026-01-17,C007272,SP0021,GP01,GP01,BR001,P003,CH04,753.36,9040.32,0.05,994.44,New Business,CRM,2026-01-17 09:45:00
POL00098378,20260128,2026-01-28,C023421,SP0092,GP01,GP01,BR001,P003,CH05,852.75,10233.0,0.0,1125.63,New Business,PolicyAdmin,2026-01-28 14:19:00
POL00098379,20260102,2026-01-02,C010365,SP0092,GP01,GP01,BR001,P003,CH03,686.28,8235.36,0.05,905.89,New Business,PolicyAdmin,2026-01-02 08:22:00
POL00098380,20260120,2026-01-20,C027730,SP0037,GP01,GP01,BR001,P003,CH03,690.54,8286.48,0.0,911.51,New Business,CRM,2026-01-20 10:02:00
POL00098381,20260104,2026-01-04,C006838,SP0002,GP01,GP01,BR001,P003,CH02,857.98,10295.76,0.0,1132.53,New Business,PolicyAdmin,2026-01-04 13:10:00
POL00098382,20260119,2026-01-19,C011483,SP0002,GP01,GP01,BR001,P004,CH02,235.98,2831.76,0.15,311.49,New Business,DigitalPortal,2026-01-19 09:38:00
POL00098383,20260117,2026-01-17,C016552,SP0002,GP01,GP01,BR001,P004,CH02,417.65,5011.8,0.1,551.3,New Business,CRM,2026-01-17 12:26:00
POL00098384,20260108,2026-01-08,C018703,SP0002,GP01,GP01,BR001,P004,CH01,372.25,4467.0,0.0,491.37,New Business,CRM,2026-01-08 17:40:00
POL00098385,20260128,2026-01-28,C011435,SP0118,GP01,GP01,BR001,P004,CH02,315.41,3784.92,0.0,416.34,New Business,CRM,2026-01-28 15:08:00
POL00098386,20260107,2026-01-07,C005710,SP0037,GP01,GP01,BR001,P004,CH04,531.19,6374.28,0.0,701.17,New Business,PolicyAdmin,2026-01-07 17:41:00
POL00098387,20260125,2026-01-25,C019475,SP0037,GP01,GP01,BR001,P004,CH01,323.42,3881.04,0.05,426.91,New Business,CRM,2026-01-25 12:45:00
POL00098388,20260108,2026-01-08,C024290,SP0021,GP01,GP01,BR001,P004,CH02,348.66,4183.92,0.0,460.23,New Business,CRM,2026-01-08 14:08:00
POL00098389,20260114,2026-01-14,C018535,SP0092,GP01,GP01,BR001,P004,CH01,448.95,5387.4,0.0,592.61,New Business,CRM,2026-01-14 14:26:00
POL00098390,20260128,2026-01-28,C009668,SP0037,GP01,GP01,BR001,P004,CH02,360.31,4323.72,0.05,475.61,New Business,DigitalPortal,2026-01-28 10:23:00
POL00098391,20260115,2026-01-15,C002636,SP0021,GP01,GP01,BR001,P004,CH01,506.18,6074.16,0.0,668.16,New Business,CRM,2026-01-15 12:15:00
POL00098392,20260111,2026-01-11,C005790,SP0118,GP01,GP01,BR001,P004,CH01,390.18,4682.16,0.05,515.04,New Business,CRM,2026-01-11 17:42:00
POL00098393,20260120,2026-01-20,C001381,SP0002,GP01,GP01,BR001,P004,CH02,489.79,5877.48,0.0,646.52,New Business,DigitalPortal,2026-01-20 15:55:00
POL00098394,20260103,2026-01-03,C012275,SP0037,GP01,GP01,BR001,P004,CH02,312.96,3755.52,0.05,413.11,New Business,CRM,2026-01-03 17:03:00
POL00098395,20260113,2026-01-13,C005381,SP0118,GP01,GP01,BR001,P004,CH02,331.51,3978.12,0.0,437.59,New Business,CRM,2026-01-13 13:01:00
POL00098396,20260119,2026-01-19,C019104,SP0021,GP01,GP01,BR001,P004,CH02,388.91,4666.92,0.0,513.36,New Business,CRM,2026-01-19 09:27:00
POL00098397,20260122,2026-01-22,C009503,SP0002,GP01,GP01,BR001,P004,CH04,460.24,5522.88,0.0,607.52,New Business,DigitalPortal,2026-01-22 15:23:00
POL00098398,20260101,2026-01-01,C024163,SP0118,GP01,GP01,BR001,P004,CH02,313.6,3763.2,0.0,413.95,New Business,DigitalPortal,2026-01-01 14:18:00
POL00098399,20260107,2026-01-07,C003050,SP0118,GP01,GP01,BR001,P004,CH04,360.74,4328.88,0.0,476.18,New Business,CRM,2026-01-07 11:53:00
POL00098400,20260112,2026-01-12,C014095,SP0092,GP01,GP01,BR001,P004,CH01,335.61,4027.32,0.0,443.01,New Business,DigitalPortal,2026-01-12 14:36:00
POL00098401,20260118,2026-01-18,C010798,SP0021,GP01,GP01,BR001,P004,CH01,465.88,5590.56,0.0,614.96,New Business,PolicyAdmin,2026-01-18 14:33:00
POL00098402,20260128,2026-01-28,C012534,SP0021,GP01,GP01,BR001,P004,CH05,299.98,3599.76,0.05,395.97,New Business,CRM,2026-01-28 08:00:00
POL00098403,20260103,2026-01-03,C000192,SP0092,GP01,GP01,BR001,P004,CH02,315.23,3782.76,0.0,416.1,New Business,PolicyAdmin,2026-01-03 14:13:00
POL00098404,20260103,2026-01-03,C021812,SP0002,GP01,GP01,BR001,P004,CH02,339.32,4071.84,0.05,447.9,New Business,CRM,2026-01-03 14:24:00
POL00098405,20260118,2026-01-18,C029108,SP0092,GP01,GP01,BR001,P004,CH04,389.31,4671.72,0.0,513.89,New Business,CRM,2026-01-18 14:04:00
POL00098406,20260130,2026-01-30,C023161,SP0037,GP01,GP01,BR001,P005,CH05,243.18,2918.16,0.0,466.91,New Business,DigitalPortal,2026-01-30 10:43:00
POL00098407,20260112,2026-01-12,C020805,SP0118,GP01,GP01,BR001,P005,CH04,196.36,2356.32,0.05,377.01,New Business,CRM,2026-01-12 17:21:00
POL00098408,20260115,2026-01-15,C015206,SP0092,GP01,GP01,BR001,P005,CH03,279.89,3358.68,0.05,537.39,New Business,CRM,2026-01-15 15:14:00
POL00098409,20260110,2026-01-10,C016833,SP0037,GP01,GP01,BR001,P005,CH04,236.46,2837.52,0.0,454.0,New Business,CRM,2026-01-10 16:50:00
POL00098410,20260126,2026-01-26,C011121,SP0002,GP01,GP01,BR001,P005,CH01,303.09,3637.08,0.0,581.93,New Business,CRM,2026-01-26 10:10:00
POL00098411,20260131,2026-01-31,C009854,SP0021,GP01,GP01,BR001,P005,CH03,195.06,2340.72,0.0,374.52,New Business,DigitalPortal,2026-01-31 13:40:00
POL00098412,20260118,2026-01-18,C006053,SP0021,GP01,GP01,BR001,P005,CH04,273.93,3287.16,0.0,525.95,New Business,PolicyAdmin,2026-01-18 12:38:00
POL00098413,20260113,2026-01-13,C019067,SP0021,GP01,GP01,BR001,P005,CH01,263.34,3160.08,0.0,505.61,New Business,PolicyAdmin,2026-01-13 12:20:00
POL00098414,20260131,2026-01-31,C012017,SP0092,GP01,GP01,BR001,P005,CH01,140.45,1685.4,0.1,269.66,New Business,CRM,2026-01-31 14:46:00
POL00098415,20260106,2026-01-06,C024714,SP0092,GP01,GP01,BR001,P005,CH02,160.74,1928.88,0.15,308.62,New Business,PolicyAdmin,2026-01-06 14:14:00
POL00098416,20260126,2026-01-26,C009918,SP0021,GP01,GP01,BR001,P005,CH05,206.3,2475.6,0.0,396.1,New Business,PolicyAdmin,2026-01-26 13:57:00
POL00098417,20260128,2026-01-28,C005397,SP0092,GP01,GP01,BR001,P005,CH05,134.81,1617.72,0.1,258.84,New Business,PolicyAdmin,2026-01-28 10:39:00
POL00098418,20260115,2026-01-15,C001372,SP0118,GP01,GP01,BR001,P005,CH01,284.01,3408.12,0.1,545.3,New Business,CRM,2026-01-15 14:35:00
POL00098419,20260105,2026-01-05,C007560,SP0118,GP01,GP01,BR001,P005,CH04,247.27,2967.24,0.0,474.76,New Business,PolicyAdmin,2026-01-05 16:40:00
POL00098420,20260122,2026-01-22,C001665,SP0118,GP01,GP01,BR001,P005,CH04,242.35,2908.2,0.0,465.31,New Business,CRM,2026-01-22 17:13:00
POL00098421,20260110,2026-01-10,C021121,SP0002,GP01,GP01,BR001,P005,CH05,205.1,2461.2,0.15,393.79,New Business,CRM,2026-01-10 12:09:00
POL00098422,20260121,2026-01-21,C022598,SP0002,GP01,GP01,BR001,P005,CH03,336.25,4035.0,0.0,645.6,New Business,CRM,2026-01-21 10:35:00
POL00098423,20260102,2026-01-02,C018516,SP0118,GP01,GP01,BR001,P005,CH01,191.4,2296.8,0.1,367.49,New Business,CRM,2026-01-02 16:04:00
POL00098424,20260108,2026-01-08,C029333,SP0021,GP01,GP01,BR001,P005,CH01,175.21,2102.52,0.1,336.4,New Business,CRM,2026-01-08 11:08:00
POL00098425,20260117,2026-01-17,C000304,SP0092,GP01,GP01,BR001,P005,CH04,172.89,2074.68,0.0,331.95,New Business,CRM,2026-01-17 10:00:00
POL00098426,20260109,2026-01-09,C006158,SP0002,GP01,GP01,BR001,P005,CH05,176.11,2113.32,0.0,338.13,New Business,CRM,2026-01-09 16:28:00
POL00098427,20260109,2026-01-09,C014446,SP0002,GP01,GP01,BR001,P005,CH02,219.15,2629.8,0.0,420.77,New Business,PolicyAdmin,2026-01-09 14:14:00
POL00098428,20260107,2026-01-07,C008540,SP0002,GP01,GP01,BR001,P005,CH01,240.31,2883.72,0.05,461.4,New Business,CRM,2026-01-07 15:47:00
POL00098429,20260129,2026-01-29,C023624,SP0002,GP01,GP01,BR001,P005,CH01,166.53,1998.36,0.0,319.74,New Business,PolicyAdmin,2026-01-29 09:51:00
POL00098430,20260119,2026-01-19,C016077,SP0021,GP01,GP01,BR001,P005,CH01,159.81,1917.72,0.05,306.84,New Business,PolicyAdmin,2026-01-19 16:53:00
POL00098431,20260121,2026-01-21,C013695,SP0002,GP01,GP01,BR001,P005,CH04,177.42,2129.04,0.1,340.65,New Business,PolicyAdmin,2026-01-21 10:08:00
POL00098432,20260109,2026-01-09,C006257,SP0118,GP01,GP01,BR001,P005,CH04,180.16,2161.92,0.05,345.91,New Business,PolicyAdmin,2026-01-09 12:53:00
POL00098433,20260122,2026-01-22,C022757,SP0092,GP01,GP01,BR001,P005,CH01,185.48,2225.76,0.0,356.12,New Business,CRM,2026-01-22 11:56:00
POL00098434,20260107,2026-01-07,C020316,SP0021,GP01,GP01,BR001,P005,CH01,268.08,3216.96,0.0,514.71,New Business,PolicyAdmin,2026-01-07 09:10:00
POL00098435,20260108,2026-01-08,C021280,SP0092,GP01,GP01,BR001,P005,CH05,168.8,2025.6,0.1,324.1,New Business,DigitalPortal,2026-01-08 10:42:00
POL00098436,20260110,2026-01-10,C012155,SP0037,GP01,GP01,BR001,P005,CH05,202.7,2432.4,0.05,389.18,New Business,CRM,2026-01-10 13:09:00
POL00098437,20260128,2026-01-28,C014428,SP0118,GP01,GP01,BR001,P005,CH02,209.69,2516.28,0.0,402.6,New Business,PolicyAdmin,2026-01-28 10:42:00
POL00098438,20260128,2026-01-28,C011663,SP0021,GP01,GP01,BR001,P005,CH05,244.67,2936.04,0.0,469.77,New Business,DigitalPortal,2026-01-28 12:44:00
POL00098439,20260118,2026-01-18,C001247,SP0002,GP01,GP01,BR001,P005,CH02,198.99,2387.88,0.0,382.06,New Business,CRM,2026-01-18 09:34:00
POL00098440,20260112,2026-01-12,C012603,SP0037,GP01,GP01,BR001,P005,CH02,243.26,2919.12,0.05,467.06,New Business,CRM,2026-01-12 13:46:00
POL00098441,20260111,2026-01-11,C022017,SP0092,GP01,GP01,BR001,P005,CH01,257.67,3092.04,0.0,494.73,New Business,CRM,2026-01-11 11:10:00
POL00098442,20260111,2026-01-11,C010213,SP0037,GP01,GP01,BR001,P005,CH05,211.5,2538.0,0.0,406.08,New Business,CRM,2026-01-11 14:11:00
POL00098443,20260111,2026-01-11,C026269,SP0002,GP01,GP01,BR001,P005,CH02,159.83,1917.96,0.0,306.87,New Business,CRM,2026-01-11 13:10:00
POL00098444,20260118,2026-01-18,C027306,SP0118,GP01,GP01,BR001,P005,CH04,201.26,2415.12,0.0,386.42,New Business,CRM,2026-01-18 10:45:00
POL00098445,20260119,2026-01-19,C001903,SP0092,GP01,GP01,BR001,P005,CH01,227.34,2728.08,0.0,436.49,New Business,CRM,2026-01-19 15:12:00
POL00098446,20260119,2026-01-19,C007409,SP0092,GP01,GP01,BR001,P005,CH03,238.23,2858.76,0.0,457.4,New Business,CRM,2026-01-19 09:38:00
POL00098447,20260128,2026-01-28,C029029,SP0037,GP01,GP01,BR001,P005,CH01,189.18,2270.16,0.1,363.23,New Business,CRM,2026-01-28 15:15:00
POL00098448,20260104,2026-01-04,C003717,SP0037,GP01,GP01,BR001,P005,CH02,201.87,2422.44,0.0,387.59,New Business,CRM,2026-01-04 16:37:00
POL00098449,20260110,2026-01-10,C011157,SP0037,GP01,GP01,BR001,P006,CH03,727.69,8732.28,0.0,1222.52,New Business,CRM,2026-01-10 17:23:00
POL00098450,20260131,2026-01-31,C014011,SP0118,GP01,GP01,BR001,P006,CH01,743.46,8921.52,0.0,1249.01,New Business,PolicyAdmin,2026-01-31 11:11:00
POL00098451,20260128,2026-01-28,C012189,SP0002,GP01,GP01,BR001,P006,CH01,506.6,6079.2,0.0,851.09,New Business,PolicyAdmin,2026-01-28 08:16:00
POL00098452,20260124,2026-01-24,C001733,SP0118,GP01,GP01,BR001,P006,CH01,536.07,6432.84,0.0,900.6,New Business,PolicyAdmin,2026-01-24 08:51:00
POL00098453,20260106,2026-01-06,C016429,SP0002,GP01,GP01,BR001,P006,CH01,730.23,8762.76,0.0,1226.79,New Business,CRM,2026-01-06 13:39:00
