policy_id,status_date_key,status_date,policy_status,status_reason
POL00000130,20240109,2024-01-09,Active,
POL00000131,20240111,2024-01-11,Active,
POL00000132,20240108,2024-01-08,Active,
POL00000133,20240119,2024-01-19,Active,
POL00000134,20240122,2024-01-22,Active,
POL00000135,20240101,2024-01-01,Active,
POL00000136,20240114,2024-01-14,Active,
POL00000137,20240109,2024-01-09,Active,
POL00000138,20240104,2024-01-04,Active,
POL00000139,20240126,2024-01-26,Active,
POL00000140,20240128,2024-01-28,Active,
POL00000141,20240120,2024-01-20,Active,
POL00000142,20240120,2024-01-20,Active,
POL00000143,20240124,2024-01-24,Active,
POL00000144,20240120,2024-01-20,Active,
POL00000145,20240121,2024-01-21,Active,
POL00000146,20240107,2024-01-07,Active,
POL00000147,20240120,2024-01-20,Active,
POL00000148,20240127,2024-01-27,Active,
POL00000149,20240105,2024-01-05,Active,
POL00000150,20240109,2024-01-09,Active,
POL00000151,20240127,2024-01-27,Active,
POL00000152,20240530,2024-05-30,Cancelled,Underwriting
POL00000153,20240109,2024-01-09,Active,
POL00000154,20240121,2024-01-21,Active,
POL00000155,20240112,2024-01-12,Active,
POL00000156,20240126,2024-01-26,Active,
POL00000157,20240110,2024-01-10,Active,
POL00000158,20240112,2024-01-12,Active,
POL00000159,20240120,2024-01-20,Active,
POL00000160,20240109,2024-01-09,Active,
POL00000161,20240131,2024-01-31,Active,
POL00000162,20240122,2024-01-22,Active,
POL00000163,20240106,2024-01-06,Active,
POL00000164,20240126,2024-01-26,Active,
POL00000165,20240122,2024-01-22,Active,
POL00000166,20240130,2024-01-30,Active,
POL00000167,20240109,2024-01-09,Active,
POL00000168,20240106,2024-01-06,Active,
POL00000169,20240105,2024-01-05,Active,
POL00000170,20240107,2024-01-07,Active,
POL00000171,20240130,2024-01-30,Active,
POL00000172,20240112,2024-01-12,Active,
POL00000173,20240128,2024-01-28,Active,
POL00000174,20240120,2024-01-20,Active,
POL00000175,20240110,2024-01-10,Active,
POL00000176,20240912,2024-09-12,Lapsed,Non-payment
POL00000177,20240127,2024-01-27,Active,
POL00000178,20240804,2024-08-04,Lapsed,Non-payment
POL00000179,20240105,2024-01-05,Active,
POL00000180,20240130,2024-01-30,Active,
POL00000181,20240111,2024-01-11,Active,
POL00000182,20240128,2024-01-28,Active,
POL00000183,20240127,2024-01-27,Active,
POL00000184,20240125,2024-01-25,Active,
POL00000185,20240102,2024-01-02,Active,
POL00000186,20240101,2024-01-01,Active,
POL00000187,20240123,2024-01-23,Active,
POL00000188,20240117,2024-01-17,Active,
POL00000189,20240108,2024-01-08,Active,
POL00000190,20240105,2024-01-05,Active,
POL00000191,20240127,2024-01-27,Active,
POL00000192,20240121,2024-01-21,Active,
POL00000193,20240121,2024-01-21,Active,
POL00000194,20240110,2024-01-10,Active,
POL00000195,20240118,2024-01-18,Active,
POL00000196,20240111,2024-01-11,Active,
POL00000197,20240129,2024-01-29,Active,
POL00000198,20240129,2024-01-29,Active,
POL00000199,20240424,2024-04-24,Cancelled,Underwriting
POL00000200,20240115,2024-01-15,Active,
POL00000201,20240115,2024-01-15,Active,
POL00000202,20240128,2024-01-28,Active,
POL00000203,20240111,2024-01-11,Active,
POL00000204,20240605,2024-06-05,Cancelled,Duplicate Cover
POL00000205,20240129,2024-01-29,Active,
POL00000206,20240124,2024-01-24,Active,
POL00000207,20240110,2024-01-10,Active,
POL00000208,20240108,2024-01-08,Active,
POL00000209,20240124,2024-01-24,Active,
POL00000210,20240129,2024-01-29,Active,
POL00000211,20240114,2024-01-14,Active,
POL00000212,20240128,2024-01-28,Active,
POL00000213,20240109,2024-01-09,Active,
POL00000214,20240105,2024-01-05,Active,
POL00000215,20240118,2024-01-18,Active,
POL00000216,20240114,2024-01-14,Active,
POL00000217,20240116,2024-01-16,Active,
POL00000218,20240127,2024-01-27,Active,
POL00000219,20240103,2024-01-03,Active,
POL00000220,20240129,2024-01-29,Active,
POL00000221,20240115,2024-01-15,Active,
POL00000222,20240119,2024-01-19,Active,
POL00000223,20240131,2024-01-31,Active,
POL00000224,20240125,2024-01-25,Active,
POL00000225,20240127,2024-01-27,Active,
POL00000226,20240106,2024-01-06,Active,
POL00000227,20240123,2024-01-23,Active,
POL00000228,20240119,2024-01-19,Active,
POL00000229,20240102,2024-01-02,Active,
POL00000230,20240111,2024-01-11,Active,
POL00000231,20240113,2024-01-13,Active,
POL00000232,20240113,2024-01-13,Active,
POL00000233,20241011,2024-10-11,Lapsed,Non-payment
POL00000234,20240121,2024-01-21,Active,
POL00000235,20240220,2024-02-20,Cancelled,Underwriting
POL00000236,20240111,2024-01-11,Active,
POL00000237,20240128,2024-01-28,Active,
POL00000238,20240110,2024-01-10,Active,
POL00000239,20240117,2024-01-17,Active,
POL00000240,20240115,2024-01-15,Active,
POL00000241,20240124,2024-01-24,Active,
POL00000242,20240116,2024-01-16,Active,
POL00000243,20240126,2024-01-26,Active,
POL00000244,20240109,2024-01-09,Active,
POL00000245,20240105,2024-01-05,Active,
POL00000246,20240102,2024-01-02,Active,
POL00000247,20240122,2024-01-22,Active,
POL00000248,20240104,2024-01-04,Active,
POL00000249,20240120,2024-01-20,Active,
POL00000250,20240103,2024-01-03,Active,
POL00000251,20240121,2024-01-21,Active,
POL00000252,20240117,2024-01-17,Active,
POL00000253,20240104,2024-01-04,Active,
POL00000254,20240125,2024-01-25,Active,
POL00000255,20240119,2024-01-19,Active,
POL00000256,20240123,2024-01-23,Active,
POL00000257,20240119,2024-01-19,Active,
POL00000258,20240112,2024-01-12,Active,
POL00000259,20240121,2024-01-21,Active,
POL00000260,20240120,2024-01-20,Active,
POL00000261,20240124,2024-01-24,Active,
POL00000262,20240102,2024-01-02,Active,
POL00000263,20240130,2024-01-30,Active,
POL00000264,20240109,2024-01-09,Active,
POL00000265,20240104,2024-01-04,Active,
POL00000266,20240130,2024-01-30,Active,
POL00000267,20240118,2024-01-18,Active,
POL00000268,20240103,2024-01-03,Active,
POL00000269,20240113,2024-01-13,Active,
POL00000270,20240118,2024-01-18,Active,
POL00000271,20240110,2024-01-10,Active,
POL00000272,20240128,2024-01-28,Active,
POL00000273,20240124,2024-01-24,Active,
POL00000274,20240106,2024-01-06,Active,
POL00000275,20240426,2024-04-26,Lapsed,Non-payment
POL00000276,20240102,2024-01-02,Active,
POL00000277,20240107,2024-01-07,Active,
POL00000278,20240127,2024-01-27,Active,
POL00000279,20240106,2024-01-06,Active,
POL00000280,20240118,2024-01-18,Active,
POL00000281,20240127,2024-01-27,Active,
POL00000282,20240127,2024-01-27,Active,
POL00000283,20240129,2024-01-29,Active,
POL00000284,20240109,2024-01-09,Active,
POL00000285,20240103,2024-01-03,Active,
POL00000286,20240120,2024-01-20,Active,
POL00000287,20240106,2024-01-06,Active,
POL00000288,20240115,2024-01-15,Active,
POL00000289,20240418,2024-04-18,Lapsed,Non-payment
POL00000290,20240130,2024-01-30,Active,
POL00000291,20240113,2024-01-13,Active,
POL00000292,20240114,2024-01-14,Active,
POL00000293,20240123,2024-01-23,Active,
POL00000294,20240123,2024-01-23,Active,
POL00000295,20240102,2024-01-02,Active,
POL00000296,20240721,2024-07-21,Lapsed,Non-payment
POL00000297,20240110,2024-01-10,Active,
POL00000298,20240131,2024-01-31,Active,
POL00000299,20240114,2024-01-14,Active,
POL00000300,20240104,2024-01-04,Active,
POL00000301,20240108,2024-01-08,Active,
POL00000302,20240122,2024-01-22,Active,
POL00000303,20240108,2024-01-08,Active,
POL00000304,20240114,2024-01-14,Active,
POL00000305,20240101,2024-01-01,Active,
POL00000306,20240113,2024-01-13,Active,
POL00000307,20240125,2024-01-25,Active,
POL00000308,20240127,2024-01-27,Active,
POL00000309,20240125,2024-01-25,Active,
POL00000310,20240116,2024-01-16,Active,
POL00000311,20240115,2024-01-15,Active,
POL00000312,20240116,2024-01-16,Active,
POL00000313,20240104,2024-01-04,Active,
POL00000314,20240109,2024-01-09,Active,
POL00000315,20240512,2024-05-12,Lapsed,Non-payment
POL00000316,20240106,2024-01-06,Active,
POL00000317,20240108,2024-01-08,Active,
POL00000318,20240106,2024-01-06,Active,
POL00000319,20240125,2024-01-25,Active,
POL00000320,20240105,2024-01-05,Active,
POL00000321,20240929,2024-09-29,Lapsed,Non-payment
POL00000322,20240113,2024-01-13,Active,
POL00000323,20240108,2024-01-08,Active,
POL00000324,20240125,2024-01-25,Active,
POL00000325,20240116,2024-01-16,Active,
POL00000326,20240119,2024-01-19,Active,
POL00000327,20240110,2024-01-10,Active,
POL00000328,20240130,2024-01-30,Active,
POL00000329,20240120,2024-01-20,Active,
POL00000330,20240114,2024-01-14,Active,
POL00000331,20240105,2024-01-05,Active,
POL00000332,20240121,2024-01-21,Active,
POL00000333,20240131,2024-01-31,Active,
POL00000334,20240115,2024-01-15,Active,
POL00000335,20240409,2024-04-09,Lapsed,Non-payment
POL00000336,20240130,2024-01-30,Active,
POL00000337,20240110,2024-01-10,Active,
POL00000338,20240213,2024-02-13,Cancelled,Duplicate Cover
POL00000339,20240617,2024-06-17,Cancelled,Affordability
POL00000340,20240106,2024-01-06,Active,
POL00000341,20240925,2024-09-25,Lapsed,Non-payment
POL00000342,20240805,2024-08-05,Cancelled,Underwriting
POL00000343,20240110,2024-01-10,Active,
POL00000344,20240918,2024-09-18,Lapsed,Non-payment
POL00000345,20240131,2024-01-31,Active,
POL00000346,20240129,2024-01-29,Active,
POL00000347,20240125,2024-01-25,Active,
POL00000348,20240124,2024-01-24,Active,
POL00000349,20240127,2024-01-27,Active,
POL00000350,20240608,2024-06-08,Cancelled,Duplicate Cover
POL00000351,20240116,2024-01-16,Active,
POL00000352,20240105,2024-01-05,Active,
POL00000353,20240112,2024-01-12,Active,
POL00000354,20240521,2024-05-21,Lapsed,Non-payment
POL00000355,20240121,2024-01-21,Active,
POL00000356,20240120,2024-01-20,Active,
POL00000357,20240112,2024-01-12,Active,
POL00000358,20240313,2024-03-13,Cancelled,Duplicate Cover
POL00000359,20240125,2024-01-25,Active,
POL00000360,20240116,2024-01-16,Active,
POL00000361,20240115,2024-01-15,Active,
POL00000362,20240105,2024-01-05,Active,
POL00000363,20240126,2024-01-26,Active,
POL00000364,20240131,2024-01-31,Active,
POL00000365,20240124,2024-01-24,Active,
POL00000366,20240131,2024-01-31,Active,
POL00000367,20240122,2024-01-22,Active,
POL00000368,20240120,2024-01-20,Active,
POL00000369,20240109,2024-01-09,Active,
POL00000370,20240118,2024-01-18,Active,
POL00000371,20240103,2024-01-03,Active,
POL00000372,20240128,2024-01-28,Active,
POL00000373,20240101,2024-01-01,Active,
POL00000374,20240111,2024-01-11,Active,
POL00000375,20240118,2024-01-18,Active,
POL00000376,20240101,2024-01-01,Active,
POL00000377,20240523,2024-05-23,Lapsed,Non-payment
POL00000378,20240110,2024-01-10,Active,
POL00000379,20240115,2024-01-15,Active,
POL00000380,20240113,2024-01-13,Active,
POL00000381,20240120,2024-01-20,Active,
POL00000382,20240120,2024-01-20,Active,
POL00000383,20240109,2024-01-09,Active,
POL00000384,20240117,2024-01-17,Active,
POL00000385,20240104,2024-01-04,Active,
POL00000386,20240119,2024-01-19,Active,
POL00000387,20240129,2024-01-29,Active,
POL00000388,20240131,2024-01-31,Active,
POL00000389,20240102,2024-01-02,Active,
POL00000390,20240117,2024-01-17,Active,
POL00000391,20240130,2024-01-30,Active,
POL00000392,20240115,2024-01-15,Active,
POL00000393,20240112,2024-01-12,Active,
POL00000394,20240113,2024-01-13,Active,
POL00000395,20240114,2024-01-14,Active,
POL00000396,20240105,2024-01-05,Active,
POL00000397,20240122,2024-01-22,Active,
POL00000398,20240108,2024-01-08,Active,
POL00000399,20240123,2024-01-23,Active,
POL00000400,20240122,2024-01-22,Active,
POL00000401,20240124,2024-01-24,Active,
POL00000402,20240117,2024-01-17,Active,
POL00000403,20240107,2024-01-07,Active,
POL00000404,20240110,2024-01-10,Active,
POL00000405,20240121,2024-01-21,Active,
POL00000406,20240130,2024-01-30,Active,
POL00000407,20240120,2024-01-20,Active,
POL00000408,20240125,2024-01-25,Active,
POL00000409,20240120,2024-01-20,Active,
POL00000410,20240109,2024-01-09,Active,
POL00000411,20240121,2024-01-21,Active,
POL00000412,20240124,2024-01-24,Active,
POL00000413,20240103,2024-01-03,Active,
POL00000414,20240126,2024-01-26,Active,
POL00000415,20240129,2024-01-29,Active,
POL00000416,20240112,2024-01-12,Active,
POL00000417,20240102,2024-01-02,Active,
POL00000418,20240815,2024-08-15,Cancelled,Customer Request
POL00000419,20240128,2024-01-28,Active,
POL00000420,20240122,2024-01-22,Active,
POL00000421,20240110,2024-01-10,Active,
POL00000422,20240129,2024-01-29,Active,
POL00000423,20240125,2024-01-25,Active,
POL00000424,20240103,2024-01-03,Active,
POL00000425,20240111,2024-01-11,Active,
POL00000426,20240405,2024-04-05,Lapsed,Non-payment
POL00000427,20240123,2024-01-23,Active,
POL00000428,20240125,2024-01-25,Active,
POL00000429,20240124,2024-01-24,Active,
POL00000430,20240130,2024-01-30,Active,
POL00000431,20240101,2024-01-01,Active,
POL00000432,20240906,2024-09-06,Cancelled,Affordability
POL00000433,20240118,2024-01-18,Active,
POL00000434,20240104,2024-01-04,Active,
POL00000435,20240109,2024-01-09,Active,
POL00000436,20240110,2024-01-10,Active,
POL00000437,20240121,2024-01-21,Active,
POL00000438,20240128,2024-01-28,Active,
POL00000439,20240128,2024-01-28,Active,
POL00000440,20240107,2024-01-07,Active,
POL00000441,20240810,2024-08-10,Lapsed,Non-payment
POL00000442,20240110,2024-01-10,Active,
POL00000443,20240129,2024-01-29,Active,
POL00000444,20240131,2024-01-31,Active,
POL00000445,20240223,2024-02-23,Cancelled,Customer Request
POL00000446,20240104,2024-01-04,Active,
POL00000447,20240108,2024-01-08,Active,
POL00000448,20240105,2024-01-05,Active,
POL00000449,20240109,2024-01-09,Active,
POL00000450,20240722,2024-07-22,Lapsed,Non-payment
POL00000451,20240130,2024-01-30,Active,
POL00000452,20240106,2024-01-06,Active,
POL00000453,20240113,2024-01-13,Active,
POL00000454,20240103,2024-01-03,Active,
POL00000455,20240130,2024-01-30,Active,
POL00000456,20240114,2024-01-14,Active,
POL00000457,20240101,2024-01-01,Active,
POL00000458,20240110,2024-01-10,Active,
POL00000459,20240509,2024-05-09,Cancelled,Duplicate Cover
POL00000460,20240131,2024-01-31,Active,
POL00000461,20240111,2024-01-11,Active,
POL00000462,20240129,2024-01-29,Active,
POL00000463,20240416,2024-04-16,Cancelled,Customer Request
POL00000464,20240115,2024-01-15,Active,
POL00000465,20240102,2024-01-02,Active,
POL00000466,20240120,2024-01-20,Active,
POL00000467,20240110,2024-01-10,Active,
POL00000468,20240102,2024-01-02,Active,
POL00000469,20240103,2024-01-03,Active,
POL00000470,20240128,2024-01-28,Active,
POL00000471,20240116,2024-01-16,Active,
POL00000472,20240129,2024-01-29,Active,
POL00000473,20240117,2024-01-17,Active,
POL00000474,20240127,2024-01-27,Active,
POL00000475,20240108,2024-01-08,Active,
POL00000476,20240103,2024-01-03,Active,
POL00000477,20240122,2024-01-22,Active,
POL00000478,20240122,2024-01-22,Active,
POL00000479,20240101,2024-01-01,Active,
POL00000480,20240111,2024-01-11,Active,
POL00000481,20240104,2024-01-04,Active,
POL00000482,20240117,2024-01-17,Active,
POL00000483,20240102,2024-01-02,Active,
POL00000484,20240125,2024-01-25,Active,
POL00000485,20240114,2024-01-14,Active,
POL00000486,20240708,2024-07-08,Cancelled,Affordability
POL00000487,20240108,2024-01-08,Active,
POL00000488,20240117,2024-01-17,Active,
POL00000489,20240104,2024-01-04,Active,
POL00000490,20240120,2024-01-20,Active,
POL00000491,20240111,2024-01-11,Active,
POL00000492,20240102,2024-01-02,Active,
POL00000493,20240124,2024-01-24,Active,
POL00000494,20240107,2024-01-07,Active,
POL00000495,20240118,2024-01-18,Active,
POL00000496,20240122,2024-01-22,Active,
POL00000497,20240104,2024-01-04,Active,
POL00000498,20240714,2024-07-14,Lapsed,Non-payment
POL00000499,20240829,2024-08-29,Cancelled,Underwriting
POL00000500,20240111,2024-01-11,Active,
POL00000501,20240122,2024-01-22,Active,
POL00000502,20240807,2024-08-07,Cancelled,Customer Request
POL00000503,20240516,2024-05-16,Cancelled,Duplicate Cover
POL00000504,20240127,2024-01-27,Active,
POL00000505,20240308,2024-03-08,Cancelled,Underwriting
POL00000506,20240105,2024-01-05,Active,
POL00000507,20240125,2024-01-25,Active,
POL00000508,20240125,2024-01-25,Active,
POL00000509,20240112,2024-01-12,Active,
POL00000510,20240103,2024-01-03,Active,
POL00000511,20240126,2024-01-26,Active,
POL00000512,20240106,2024-01-06,Active,
POL00000513,20240102,2024-01-02,Active,
POL00000514,20240121,2024-01-21,Active,
POL00000515,20240129,2024-01-29,Active,
POL00000516,20240115,2024-01-15,Active,
POL00000517,20240108,2024-01-08,Active,
POL00000518,20240113,2024-01-13,Active,
POL00000519,20240130,2024-01-30,Cancelled,Affordability
POL00000520,20240124,2024-01-24,Active,
POL00000521,20241104,2024-11-04,Lapsed,Non-payment
POL00000522,20240102,2024-01-02,Active,
POL00000523,20240123,2024-01-23,Active,
POL00000524,20240129,2024-01-29,Active,
POL00000525,20240114,2024-01-14,Active,
POL00000526,20240114,2024-01-14,Active,
POL00000527,20240115,2024-01-15,Active,
POL00000528,20240111,2024-01-11,Active,
POL00000529,20240104,2024-01-04,Active,
POL00000530,20240913,2024-09-13,Lapsed,Non-payment
POL00000531,20240114,2024-01-14,Active,
POL00000532,20240112,2024-01-12,Active,
POL00000533,20240121,2024-01-21,Active,
POL00000534,20240117,2024-01-17,Active,
POL00000535,20240111,2024-01-11,Active,
POL00000536,20240115,2024-01-15,Active,
POL00000537,20240125,2024-01-25,Active,
POL00000538,20240111,2024-01-11,Active,
POL00000539,20240126,2024-01-26,Active,
POL00000540,20240110,2024-01-10,Active,
POL00000541,20240123,2024-01-23,Active,
POL00000542,20240101,2024-01-01,Active,
POL00000543,20240104,2024-01-04,Active,
POL00000544,20240107,2024-01-07,Active,
POL00000545,20240514,2024-05-14,Lapsed,Non-payment
POL00000546,20240125,2024-01-25,Active,
POL00000547,20240601,2024-06-01,Lapsed,Non-payment
POL00000548,20240114,2024-01-14,Active,
POL00000549,20240121,2024-01-21,Active,
POL00000550,20240109,2024-01-09,Active,
POL00000551,20240107,2024-01-07,Active,
POL00000552,20240122,2024-01-22,Active,
POL00000553,20240119,2024-01-19,Active,
POL00000554,20240117,2024-01-17,Active,
POL00000555,20240104,2024-01-04,Active,
POL00000556,20240104,2024-01-04,Active,
POL00000557,20240121,2024-01-21,Active,
POL00000558,20240112,2024-01-12,Active,
POL00000559,20240105,2024-01-05,Active,
POL00000560,20240114,2024-01-14,Active,
POL00000561,20240116,2024-01-16,Active,
POL00000562,20240128,2024-01-28,Active,
POL00000563,20240110,2024-01-10,Active,
POL00000564,20240111,2024-01-11,Active,
POL00000565,20240127,2024-01-27,Active,
POL00000566,20240108,2024-01-08,Active,
POL00000567,20240516,2024-05-16,Lapsed,Non-payment
POL00000568,20240112,2024-01-12,Active,
POL00000569,20240113,2024-01-13,Active,
POL00000570,20240103,2024-01-03,Active,
POL00000571,20240131,2024-01-31,Active,
POL00000572,20240107,2024-01-07,Active,
POL00000573,20240111,2024-01-11,Active,
POL00000574,20240110,2024-01-10,Active,
POL00000575,20240105,2024-01-05,Active,
POL00000576,20240129,2024-01-29,Active,
POL00000577,20240119,2024-01-19,Active,
POL00000578,20240106,2024-01-06,Active,
POL00000579,20240111,2024-01-11,Active,
POL00000580,20240122,2024-01-22,Active,
POL00000581,20240104,2024-01-04,Active,
POL00000582,20240109,2024-01-09,Active,
POL00000583,20240104,2024-01-04,Active,
POL00000584,20240119,2024-01-19,Active,
POL00000585,20240104,2024-01-04,Active,
POL00000586,20240127,2024-01-27,Active,
POL00000587,20240101,2024-01-01,Active,
POL00000588,20240108,2024-01-08,Active,
POL00000589,20240127,2024-01-27,Active,
POL00000590,20240114,2024-01-14,Active,
POL00000591,20240111,2024-01-11,Active,
POL00000592,20240118,2024-01-18,Active,
POL00000593,20240128,2024-01-28,Active,
POL00000594,20240128,2024-01-28,Active,
POL00000595,20240224,2024-02-24,Cancelled,Duplicate Cover
POL00000596,20240128,2024-01-28,Active,
POL00000597,20240118,2024-01-18,Active,
POL00000598,20240108,2024-01-08,Active,
POL00000599,20240103,2024-01-03,Active,
POL00000600,20240131,2024-01-31,Active,
POL00000601,20240109,2024-01-09,Active,
POL00000602,20240102,2024-01-02,Active,
POL00000603,20240121,2024-01-21,Active,
POL00000604,20240103,2024-01-03,Active,
POL00000605,20240125,2024-01-25,Active,
POL00000606,20240127,2024-01-27,Active,
POL00000607,20240130,2024-01-30,Active,
POL00000608,20240127,2024-01-27,Active,
POL00000609,20240125,2024-01-25,Active,
POL00000610,20240107,2024-01-07,Active,
POL00000611,20240118,2024-01-18,Active,
POL00000612,20240125,2024-01-25,Active,
POL00000613,20240120,2024-01-20,Active,
POL00000614,20240126,2024-01-26,Active,
POL00000615,20240117,2024-01-17,Active,
POL00000616,20240129,2024-01-29,Active,
POL00000617,20240629,2024-06-29,Lapsed,Non-payment
POL00000618,20240111,2024-01-11,Active,
POL00000619,20240117,2024-01-17,Active,
POL00000620,20240114,2024-01-14,Active,
POL00000621,20240717,2024-07-17,Lapsed,Non-payment
POL00000622,20240110,2024-01-10,Active,
POL00000623,20240101,2024-01-01,Active,
POL00000624,20240114,2024-01-14,Active,
POL00000625,20240129,2024-01-29,Active,
POL00000626,20240115,2024-01-15,Active,
POL00000627,20240128,2024-01-28,Active,
POL00000628,20240107,2024-01-07,Active,
POL00000629,20240125,2024-01-25,Active,
POL00000630,20240117,2024-01-17,Active,
POL00000631,20240119,2024-01-19,Active,
POL00000632,20240105,2024-01-05,Active,
POL00000633,20240103,2024-01-03,Active,
POL00000634,20240125,2024-01-25,Active,
POL00000635,20240725,2024-07-25,Cancelled,Customer Request
POL00000636,20240116,2024-01-16,Active,
POL00000637,20240127,2024-01-27,Active,
POL00000638,20240121,2024-01-21,Active,
