policy_id,sale_date_key,sale_date,customer_id,salesperson_id,region_id,raw_region_id,branch_id,product_id,channel_id,monthly_premium,annualized_revenue,discount_rate,commission_amount,sale_type,source_system,ingested_at
POL00044925,20250127,2025-01-27,C019689,SP0021,GP01,GP01,BR001,P001,CH04,1008.93,12107.16,0.1,1452.86,New Business,CRM,2025-01-27 08:26:00
POL00044926,20250107,2025-01-07,C002058,SP0092,GP01,GP01,BR001,P001,CH02,1120.47,13445.64,0.0,1613.48,New Business,CRM,2025-01-07 16:54:00
POL00044927,20250125,2025-01-25,C024200,SP0092,GP01,GP01,BR001,P001,CH04,727.83,8733.96,0.0,1048.08,New Business,CRM,2025-01-25 16:34:00
POL00044928,20250101,2025-01-01,C027865,SP0092,GP01,GP01,BR001,P001,CH02,972.35,11668.2,0.0,1400.18,New Business,PolicyAdmin,2025-01-01 15:40:00
POL00044929,20250112,2025-01-12,C029343,SP0118,GP01,GP01,BR001,P001,CH04,730.84,8770.08,0.05,1052.41,New Business,CRM,2025-01-12 08:25:00
POL00044930,20250122,2025-01-22,C010631,SP0037,GP01,GP01,BR001,P001,CH01,1144.06,13728.72,0.0,1647.45,New Business,CRM,2025-01-22 12:10:00
POL00044931,20250124,2025-01-24,C029674,SP0092,GP01,GP01,BR001,P001,CH02,1226.58,14718.96,0.0,1766.28,New Business,PolicyAdmin,2025-01-24 14:13:00
POL00044932,20250102,2025-01-02,C019956,SP0092,GP01,GP01,BR001,P001,CH02,828.35,9940.2,0.05,1192.82,New Business,PolicyAdmin,2025-01-02 17:26:00
POL00044933,20250115,2025-01-15,C019991,SP0037,GP01,GP01,BR001,P001,CH04,1171.4,14056.8,0.0,1686.82,New Business,CRM,2025-01-15 17:33:00
POL00044934,20250101,2025-01-01,C014146,SP0002,GP01,GP01,BR001,P001,CH02,888.09,10657.08,0.0,1278.85,New Business,CRM,2025-01-01 15:34:00
POL00044935,20250105,2025-01-05,C028473,SP0092,GP01,GP01,BR001,P001,CH05,978.01,11736.12,0.0,1408.33,New Business,DigitalPortal,2025-01-05 12:06:00
POL00044936,20250120,2025-01-20,C005422,SP0092,GP01,GP01,BR001,P001,CH05,1049.99,12599.88,0.0,1511.99,New Business,CRM,2025-01-20 17:09:00
POL00044937,20250123,2025-01-23,C011996,SP0118,GP01,GP01,BR001,P001,CH01,817.55,9810.6,0.05,1177.27,New Business,CRM,2025-01-23 14:01:00
POL00044938,20250109,2025-01-09,C029286,SP0092,GP01,GP01,BR001,P001,CH03,956.24,11474.88,0.0,1376.99,New Business,CRM,2025-01-09 17:09:00
POL00044939,20250109,2025-01-09,C023642,SP0118,GP01,GP01,BR001,P001,CH01,1301.08,15612.96,0.0,1873.56,New Business,CRM,2025-01-09 17:54:00
POL00044940,20250104,2025-01-04,C027427,SP0092,GP01,GP01,BR001,P001,CH03,962.15,11545.8,0.05,1385.5,New Business,CRM,2025-01-04 12:50:00
POL00044941,20250114,2025-01-14,C011885,SP0021,GP01,GP01,BR001,P001,CH04,847.4,10168.8,0.05,1220.26,New Business,DigitalPortal,2025-01-14 15:32:00
POL00044942,20250108,2025-01-08,C007734,SP0092,GP01,GP01,BR001,P001,CH04,679.62,8155.44,0.15,978.65,New Business,CRM,2025-01-08 17:20:00
POL00044943,20250107,2025-01-07,C013359,SP0021,GP01,GP01,BR001,P001,CH04,869.0,10428.0,0.0,1251.36,New Business,CRM,2025-01-07 10:59:00
POL00044944,20250113,2025-01-13,C005409,SP0021,GP01,GP01,BR001,P002,CH01,442.14,5305.68,0.1,530.57,New Business,DigitalPortal,2025-01-13 17:58:00
POL00044945,20250115,2025-01-15,C008258,SP0021,GP01,GP01,BR001,P002,CH04,498.17,5978.04,0.0,597.8,New Business,CRM,2025-01-15 13:50:00
POL00044946,20250115,2025-01-15,C023906,SP0092,GP01,GP01,BR001,P002,CH04,547.79,6573.48,0.0,657.35,New Business,DigitalPortal,2025-01-15 16:01:00
POL00044947,20250117,2025-01-17,C005878,SP0002,GP01,GP01,BR001,P002,CH01,494.66,5935.92,0.0,593.59,New Business,PolicyAdmin,2025-01-17 15:41:00
POL00044948,20250108,2025-01-08,C024894,SP0002,GP01,GP01,BR001,P002,CH02,604.16,7249.92,0.0,724.99,New Business,DigitalPortal,2025-01-08 15:25:00
POL00044949,20250122,2025-01-22,C010597,SP0092,GP01,GP01,BR001,P002,CH04,459.25,5511.0,0.0,551.1,New Business,CRM,2025-01-22 13:27:00
POL00044950,20250117,2025-01-17,C000475,SP0002,GP01,GP01,BR001,P002,CH02,525.61,6307.32,0.0,630.73,New Business,CRM,2025-01-17 11:34:00
POL00044951,20250119,2025-01-19,C011368,SP0118,GP01,GP01,BR001,P002,CH01,379.52,4554.24,0.0,455.42,New Business,CRM,2025-01-19 08:49:00
POL00044952,20250113,2025-01-13,C020648,SP0037,GP01,GP01,BR001,P002,CH02,439.11,5269.32,0.05,526.93,New Business,PolicyAdmin,2025-01-13 09:02:00
POL00044953,20250123,2025-01-23,C029228,SP0092,GP01,GP01,BR001,P002,CH02,427.91,5134.92,0.0,513.49,New Business,CRM,2025-01-23 11:00:00
POL00044954,20250105,2025-01-05,C014070,SP0037,GP01,GP01,BR001,P002,CH01,418.81,5025.72,0.0,502.57,New Business,PolicyAdmin,2025-01-05 09:16:00
POL00044955,20250119,2025-01-19,C001217,SP0002,GP01,GP01,BR001,P002,CH04,545.7,6548.4,0.1,654.84,New Business,PolicyAdmin,2025-01-19 15:43:00
POL00044956,20250127,2025-01-27,C015058,SP0002,GP01,GP01,BR001,P002,CH01,331.68,3980.16,0.0,398.02,New Business,PolicyAdmin,2025-01-27 17:26:00
POL00044957,20250106,2025-01-06,C009421,SP0092,GP01,GP01,BR001,P002,CH01,687.57,8250.84,0.0,825.08,New Business,PolicyAdmin,2025-01-06 15:25:00
POL00044958,20250112,2025-01-12,C012185,SP0092,GP01,GP01,BR001,P002,CH04,464.45,5573.4,0.0,557.34,New Business,DigitalPortal,2025-01-12 17:16:00
POL00044959,20250109,2025-01-09,C014819,SP0092,GP01,GP01,BR001,P002,CH05,481.84,5782.08,0.0,578.21,New Business,CRM,2025-01-09 11:25:00
POL00044960,20250102,2025-01-02,C011336,SP0037,GP01,GP01,BR001,P002,CH01,363.29,4359.48,0.1,435.95,New Business,CRM,2025-01-02 09:34:00
POL00044961,20250119,2025-01-19,C004583,SP0118,GP01,GP01,BR001,P002,CH01,496.04,5952.48,0.0,595.25,New Business,CRM,2025-01-19 09:58:00
POL00044962,20250108,2025-01-08,C000016,SP0118,GP01,GP01,BR001,P002,CH01,450.65,5407.8,0.0,540.78,New Business,CRM,2025-01-08 17:14:00
POL00044963,20250114,2025-01-14,C008737,SP0002,GP01,GP01,BR001,P002,CH02,429.42,5153.04,0.1,515.3,New Business,DigitalPortal,2025-01-14 15:03:00
POL00044964,20250123,2025-01-23,C026511,SP0021,GP01,GP01,BR001,P002,CH04,415.29,4983.48,0.15,498.35,New Business,CRM,2025-01-23 14:22:00
POL00044965,20250118,2025-01-18,C007782,SP0037,GP01,GP01,BR001,P002,CH04,364.63,4375.56,0.05,437.56,New Business,CRM,2025-01-18 14:33:00
POL00044966,20250121,2025-01-21,C021012,SP0021,GP01,GP01,BR001,P002,CH03,451.53,5418.36,0.0,541.84,New Business,DigitalPortal,2025-01-21 13:25:00
POL00044967,20250110,2025-01-10,C000431,SP0021,GP01,GP01,BR001,P002,CH05,330.62,3967.44,0.1,396.74,New Business,DigitalPortal,2025-01-10 14:50:00
POL00044968,20250131,2025-01-31,C009354,SP0118,GP01,GP01,BR001,P002,CH01,489.4,5872.8,0.0,587.28,New Business,CRM,2025-01-31 17:47:00
POL00044969,20250128,2025-01-28,C025510,SP0092,GP01,GP01,BR001,P002,CH05,419.05,5028.6,0.0,502.86,New Business,CRM,2025-01-28 16:43:00
POL00044970,20250128,2025-01-28,C029308,SP0021,GP01,GP01,BR001,P002,CH03,446.54,5358.48,0.0,535.85,New Business,CRM,2025-01-28 15:10:00
POL00044971,20250101,2025-01-01,C010624,SP0037,GP01,GP01,BR001,P002,CH01,386.05,4632.6,0.0,463.26,New Business,CRM,2025-01-01 08:57:00
POL00044972,20250103,2025-01-03,C016843,SP0002,GP01,GP01,BR001,P002,CH02,489.51,5874.12,0.0,587.41,New Business,CRM,2025-01-03 16:08:00
POL00044973,20250119,2025-01-19,C020787,SP0092,GP01,GP01,BR001,P002,CH01,411.98,4943.76,0.0,494.38,New Business,PolicyAdmin,2025-01-19 13:03:00
POL00044974,20250103,2025-01-03,C012788,SP0092,GP01,GP01,BR001,P002,CH01,397.46,4769.52,0.0,476.95,New Business,CRM,2025-01-03 13:38:00
POL00044975,20250110,2025-01-10,C029662,SP0002,GP01,GP01,BR001,P002,CH01,375.02,4500.24,0.0,450.02,New Business,CRM,2025-01-10 14:45:00
POL00044976,20250110,2025-01-10,C003467,SP0092,GP01,GP01,BR001,P003,CH01,587.29,7047.48,0.0,775.22,New Business,CRM,2025-01-10 11:42:00
POL00044977,20250130,2025-01-30,C010217,SP0092,GP01,GP01,BR001,P003,CH03,591.98,7103.76,0.1,781.41,New Business,CRM,2025-01-30 09:18:00
POL00044978,20250127,2025-01-27,C000085,SP0021,GP01,GP01,BR001,P003,CH05,701.13,8413.56,0.1,925.49,New Business,PolicyAdmin,2025-01-27 09:08:00
POL00044979,20250107,2025-01-07,C002605,SP0021,GP01,GP01,BR001,P003,CH05,1212.04,14544.48,0.05,1599.89,New Business,CRM,2025-01-07 11:07:00
POL00044980,20250130,2025-01-30,C006920,SP0092,GP01,GP01,BR001,P003,CH01,687.32,8247.84,0.1,907.26,New Business,CRM,2025-01-30 11:53:00
POL00044981,20250108,2025-01-08,C007910,SP0037,GP01,GP01,BR001,P003,CH03,1024.08,12288.96,0.0,1351.79,New Business,PolicyAdmin,2025-01-08 10:56:00
POL00044982,20250115,2025-01-15,C012141,SP0037,GP01,GP01,BR001,P003,CH04,815.61,9787.32,0.0,1076.61,New Business,PolicyAdmin,2025-01-15 17:36:00
POL00044983,20250118,2025-01-18,C025336,SP0092,GP01,GP01,BR001,P003,CH01,724.98,8699.76,0.0,956.97,New Business,CRM,2025-01-18 09:07:00
POL00044984,20250120,2025-01-20,C011520,SP0092,GP01,GP01,BR001,P003,CH04,868.39,10420.68,0.0,1146.27,New Business,PolicyAdmin,2025-01-20 15:42:00
POL00044985,20250113,2025-01-13,C013079,SP0002,GP01,GP01,BR001,P003,CH04,782.44,9389.28,0.0,1032.82,New Business,DigitalPortal,2025-01-13 16:03:00
POL00044986,20250122,2025-01-22,C020948,SP0021,GP01,GP01,BR001,P003,CH02,684.38,8212.56,0.0,903.38,New Business,PolicyAdmin,2025-01-22 16:54:00
POL00044987,20250106,2025-01-06,C020464,SP0021,GP01,GP01,BR001,P003,CH02,-733.02,-8796.24,0.0,967.59,New Business,DigitalPortal,2025-01-06 08:26:00
POL00044988,20250103,2025-01-03,C026816,SP0118,GP01,GP01,BR001,P003,CH02,720.54,8646.48,0.05,951.11,New Business,PolicyAdmin,2025-01-03 08:23:00
POL00044989,20250131,2025-01-31,C004282,SP0002,GP01,GP01,BR001,P003,CH05,596.39,7156.68,0.1,787.23,New Business,PolicyAdmin,2025-01-31 09:36:00
POL00044990,20250102,2025-01-02,C019963,SP0092,GP01,GP01,BR001,P003,CH02,1015.38,12184.56,0.0,1340.3,New Business,PolicyAdmin,2025-01-02 10:19:00
POL00044991,20250104,2025-01-04,C005203,SP0037,GP01,GP01,BR001,P003,CH01,521.61,6259.32,0.0,688.53,New Business,CRM,2025-01-04 08:21:00
POL00044992,20250110,2025-01-10,C007460,SP0092,GP01,GP01,BR001,P003,CH01,591.63,7099.56,0.0,780.95,New Business,PolicyAdmin,2025-01-10 12:01:00
POL00044993,20250111,2025-01-11,C008082,SP0021,GP01,GP01,BR001,P004,CH03,424.82,5097.84,0.0,560.76,New Business,PolicyAdmin,2025-01-11 10:03:00
POL00044994,20250130,2025-01-30,C026426,SP0118,GP01,GP01,BR001,P004,CH01,353.67,4244.04,0.0,466.84,New Business,PolicyAdmin,2025-01-30 17:03:00
POL00044995,20250106,2025-01-06,C023429,SP0021,GP01,GP01,BR001,P004,CH03,402.55,4830.6,0.05,531.37,New Business,PolicyAdmin,2025-01-06 16:47:00
POL00044996,20250113,2025-01-13,C021459,SP0092,GP01,GP01,BR001,P004,CH03,290.55,3486.6,0.0,383.53,New Business,CRM,2025-01-13 15:00:00
POL00044997,20250107,2025-01-07,C011700,SP0092,GP01,GP01,BR001,P004,CH01,450.96,5411.52,0.0,595.27,New Business,CRM,2025-01-07 17:54:00
POL00044998,20250129,2025-01-29,C011834,SP0118,GP01,GP01,BR001,P004,CH04,400.78,4809.36,0.0,529.03,New Business,CRM,2025-01-29 15:04:00
POL00044999,20250130,2025-01-30,C026307,SP0092,GP01,GP01,BR001,P004,CH01,295.28,3543.36,0.05,389.77,New Business,PolicyAdmin,2025-01-30 16:54:00
POL00045000,20250104,2025-01-04,C002286,SP0002,GP01,GP01,BR001,P004,CH01,250.65,3007.8,0.0,330.86,New Business,PolicyAdmin,2025-01-04 11:30:00
POL00045001,20250122,2025-01-22,C026000,SP0021,GP01,GP01,BR001,P004,CH02,521.21,6254.52,0.0,688.0,New Business,CRM,2025-01-22 16:06:00
POL00045002,20250114,2025-01-14,C027861,SP0021,GP01,GP01,BR001,P004,CH05,278.84,3346.08,0.0,368.07,New Business,PolicyAdmin,2025-01-14 12:20:00
POL00045003,20250106,2025-01-06,C016884,SP0037,GP01,GP01,BR001,P004,CH03,394.21,4730.52,0.0,520.36,New Business,PolicyAdmin,2025-01-06 11:27:00
POL00045004,20250114,2025-01-14,C007228,SP0002,GP01,GP01,BR001,P004,CH03,319.79,3837.48,0.05,422.12,New Business,DigitalPortal,2025-01-14 17:01:00
POL00045005,20250105,2025-01-05,C002753,SP0092,GP01,GP01,BR001,P004,CH02,428.15,5137.8,0.0,565.16,New Business,CRM,2025-01-05 14:21:00
POL00045006,20250104,2025-01-04,C016244,SP0002,GP01,GP01,BR001,P004,CH01,389.96,4679.52,0.0,514.75,New Business,CRM,2025-01-04 16:25:00
POL00045007,20250128,2025-01-28,C022902,SP0118,GP01,GP01,BR001,P004,CH05,417.85,5014.2,0.0,551.56,New Business,DigitalPortal,2025-01-28 13:54:00
POL00045008,20250104,2025-01-04,C022547,SP0037,GP01,GP01,BR001,P004,CH03,387.86,4654.32,0.0,511.98,New Business,CRM,2025-01-04 09:47:00
POL00045009,20250120,2025-01-20,C015584,SP0002,GP01,GP01,BR001,P004,CH04,383.58,4602.96,0.0,506.33,New Business,PolicyAdmin,2025-01-20 13:09:00
POL00045010,20250118,2025-01-18,C015982,SP0092,GP01,GP01,BR001,P004,CH04,297.34,3568.08,0.05,392.49,New Business,DigitalPortal,2025-01-18 16:37:00
POL00045011,20250109,2025-01-09,C014825,SP0037,GP01,GP01,BR001,P004,CH01,222.26,2667.12,0.15,293.38,New Business,PolicyAdmin,2025-01-09 14:09:00
POL00045012,20250131,2025-01-31,C000028,SP0021,GP01,GP01,BR001,P005,CH02,280.83,3369.96,0.0,539.19,New Business,CRM,2025-01-31 13:49:00
POL00045013,20250103,2025-01-03,C027094,SP0037,GP01,GP01,BR001,P005,CH03,221.51,2658.12,0.1,425.3,New Business,CRM,2025-01-03 09:30:00
POL00045014,20250116,2025-01-16,C021219,SP0021,GP01,GP01,BR001,P005,CH05,115.3,1383.6,0.05,221.38,New Business,CRM,2025-01-16 14:30:00
POL00045015,20250112,2025-01-12,C019247,SP0037,GP01,GP01,BR001,P005,CH04,180.57,2166.84,0.0,346.69,New Business,PolicyAdmin,2025-01-12 15:00:00
POL00045016,20250130,2025-01-30,C004959,SP0118,GP01,GP01,BR001,P005,CH02,238.55,2862.6,0.0,458.02,New Business,CRM,2025-01-30 13:00:00
POL00045017,20250116,2025-01-16,C017582,SP0092,GP01,GP01,BR001,P005,CH03,243.3,2919.6,0.0,467.14,New Business,CRM,2025-01-16 17:44:00
POL00045018,20250121,2025-01-21,C017882,SP0021,GP01,GP01,BR001,P005,CH02,189.34,2272.08,0.0,363.53,New Business,PolicyAdmin,2025-01-21 12:59:00
POL00045019,20250107,2025-01-07,C007992,SP0037,GP01,GP01,BR001,P005,CH02,171.12,2053.44,0.0,328.55,New Business,PolicyAdmin,2025-01-07 13:00:00
POL00045020,20250127,2025-01-27,C001584,SP0002,GP01,GP01,BR001,P005,CH04,128.3,1539.6,0.0,246.34,New Business,PolicyAdmin,2025-01-27 10:42:00
POL00045021,20250111,2025-01-11,C021630,SP0021,GP01,GP01,BR001,P005,CH01,176.06,2112.72,0.0,338.04,New Business,CRM,2025-01-11 12:43:00
POL00045022,20250105,2025-01-05,C002218,SP0002,GP01,GP01,BR001,P005,CH01,169.12,2029.44,0.0,324.71,New Business,CRM,2025-01-05 15:23:00
POL00045023,20250131,2025-01-31,C017711,SP0092,GP01,GP01,BR001,P005,CH02,200.32,2403.84,0.1,384.61,New Business,CRM,2025-01-31 17:27:00
POL00045024,20250107,2025-01-07,C019990,SP0118,GP01,GP01,BR001,P005,CH05,207.21,2486.52,0.0,397.84,New Business,PolicyAdmin,2025-01-07 15:01:00
POL00045025,20250129,2025-01-29,C022528,SP0092,GP01,GP01,BR001,P005,CH02,213.16,2557.92,0.0,409.27,New Business,DigitalPortal,2025-01-29 15:38:00
POL00045026,20250112,2025-01-12,C020687,SP0021,GP01,GP01,BR001,P005,CH05,286.62,3439.44,0.0,550.31,New Business,CRM,2025-01-12 12:20:00
POL00045027,20250131,2025-01-31,C001484,SP0118,GP01,GP01,BR001,P005,CH02,173.79,2085.48,0.0,333.68,New Business,CRM,2025-01-31 08:51:00
POL00045028,20250126,2025-01-26,C021485,SP0021,GP01,GP01,BR001,P005,CH01,229.69,2756.28,0.0,441.0,New Business,CRM,2025-01-26 09:13:00
POL00045029,20250112,2025-01-12,C018911,SP0118,GP01,GP01,BR001,P005,CH03,144.69,1736.28,0.0,277.8,New Business,DigitalPortal,2025-01-12 15:05:00
POL00045030,20250130,2025-01-30,C001766,SP0037,GP01,GP01,BR001,P005,CH04,293.63,3523.56,0.0,563.77,New Business,CRM,2025-01-30 15:59:00
POL00045031,20250110,2025-01-10,C025824,SP0037,GP01,GP01,BR001,P005,CH04,175.91,2110.92,0.05,337.75,New Business,PolicyAdmin,2025-01-10 13:21:00
POL00045032,20250109,2025-01-09,C012782,SP0118,GP01,GP01,BR001,P005,CH01,189.51,2274.12,0.0,363.86,New Business,CRM,2025-01-09 14:04:00
POL00045033,20250119,2025-01-19,C020311,SP0037,GP01,GP01,BR001,P005,CH01,174.0,2088.0,0.0,334.08,New Business,CRM,2025-01-19 11:50:00
POL00045034,20250126,2025-01-26,C022439,SP0002,GP01,GP01,BR001,P005,CH04,166.29,1995.48,0.0,319.28,New Business,CRM,2025-01-26 13:40:00
POL00045035,20250102,2025-01-02,C022807,SP0021,GP01,GP01,BR001,P005,CH03,184.7,2216.4,0.0,354.62,New Business,CRM,2025-01-02 15:53:00
POL00045036,20250115,2025-01-15,C029152,SP0118,GP01,GP01,BR001,P005,CH01,259.9,3118.8,0.0,499.01,New Business,PolicyAdmin,2025-01-15 15:04:00
POL00045037,20250122,2025-01-22,C022306,SP0118,GP01,GP01,BR001,P005,CH05,226.4,2716.8,0.0,434.69,New Business,PolicyAdmin,2025-01-22 13:09:00
POL00045038,20250104,2025-01-04,C022130,SP0037,GP01,GP01,BR001,P005,CH03,205.79,2469.48,0.0,395.12,New Business,PolicyAdmin,2025-01-04 09:00:00
POL00045039,20250115,2025-01-15,C009114,SP0021,GP01,GP01,BR001,P005,CH05,226.89,2722.68,0.05,435.63,New Business,CRM,2025-01-15 14:14:00
POL00045040,20250102,2025-01-02,C025627,SP0092,GP01,GP01,BR001,P005,CH04,200.19,2402.28,0.0,384.36,New Business,CRM,2025-01-02 08:15:00
POL00045041,20250130,2025-01-30,C010112,SP0037,GP01,GP01,BR001,P005,CH05,210.14,2521.68,0.05,403.47,New Business,CRM,2025-01-30 14:50:00
POL00045042,20250102,2025-01-02,C015534,SP0021,GP01,GP01,BR001,P005,CH02,190.72,2288.64,0.0,366.18,New Business,CRM,2025-01-02 12:24:00
POL00045043,20250102,2025-01-02,C011588,SP0021,GP01,GP01,BR001,P005,CH01,219.29,2631.48,0.0,421.04,New Business,CRM,2025-01-02 14:13:00
POL00045044,20250125,2025-01-25,C029471,SP0092,GP01,GP01,BR001,P005,CH01,345.27,4143.24,0.0,662.92,New Business,CRM,2025-01-25 15:24:00
POL00045045,20250116,2025-01-16,C004605,SP0092,GP01,GP01,BR001,P005,CH01,156.05,1872.6,0.0,299.62,New Business,PolicyAdmin,2025-01-16 15:33:00
POL00045046,20250121,2025-01-21,C024568,SP0118,GP01,GP01,BR001,P005,CH04,154.45,1853.4,0.05,296.54,New Business,PolicyAdmin,2025-01-21 17:41:00
POL00045047,20250105,2025-01-05,C028389,SP0037,GP01,GP01,BR001,P005,CH02,216.72,2600.64,0.0,416.1,New Business,CRM,2025-01-05 16:47:00
POL00045048,20250103,2025-01-03,C015691,SP0037,GP01,GP01,BR001,P005,CH03,226.63,2719.56,0.0,435.13,New Business,PolicyAdmin,2025-01-03 17:30:00
POL00045049,20250122,2025-01-22,C000816,SP0021,GP01,GP01,BR001,P005,CH04,175.92,2111.04,0.0,337.77,New Business,CRM,2025-01-22 12:38:00
POL00045050,20250104,2025-01-04,C015591,SP0037,GP01,GP01,BR001,P005,CH05,201.04,2412.48,0.0,386.0,New Business,CRM,2025-01-04 14:51:00
POL00045051,20250115,2025-01-15,C028446,SP0092,GP01,GP01,BR001,P005,CH01,270.3,3243.6,0.0,518.98,New Business,PolicyAdmin,2025-01-15 16:25:00
POL00045052,20250106,2025-01-06,C001411,SP0021,GP01,GP01,BR001,P005,CH05,157.49,1889.88,0.1,302.38,New Business,DigitalPortal,2025-01-06 14:39:00
POL00045053,20250130,2025-01-30,C005884,SP0092,GP01,GP01,BR001,P005,CH02,235.31,2823.72,0.0,451.8,New Business,CRM,2025-01-30 08:41:00
POL00045054,20250131,2025-01-31,C002659,SP0002,GP01,GP01,BR001,P005,CH01,213.73,2564.76,0.1,410.36,New Business,CRM,2025-01-31 11:01:00
POL00045055,20250122,2025-01-22,C005587,SP0037,GP01,GP01,BR001,P005,CH01,182.71,2192.52,0.0,350.8,New Business,DigitalPortal,2025-01-22 15:42:00
POL00045056,20250119,2025-01-19,C005682,SP0037,GP01,GP01,BR001,P006,CH02,467.6,5611.2,0.1,785.57,New Business,CRM,2025-01-19 11:16:00
POL00045057,20250112,2025-01-12,C026494,SP0092,GP01,GP01,BR001,P006,CH05,458.12,5497.44,0.0,769.64,New Business,CRM,2025-01-12 12:52:00
POL00045058,20250119,2025-01-19,C029356,SP0118,GP01,GP01,BR001,P006,CH02,535.29,6423.48,0.0,899.29,New Business,CRM,2025-01-19 14:58:00
POL00045059,20250112,2025-01-12,C000477,SP0021,GP01,GP01,BR001,P006,CH03,606.26,7275.12,0.0,1018.52,New Business,PolicyAdmin,2025-01-12 16:02:00
POL00045060,20250127,2025-01-27,C018612,SP0092,GP01,GP01,BR001,P006,CH04,530.77,6369.24,0.0,891.69,New Business,CRM,2025-01-27 15:17:00
POL00045061,20250127,2025-01-27,C015958,SP0021,GP01,GP01,BR001,P006,CH01,637.69,7652.28,0.0,1071.32,New Business,CRM,2025-01-27 16:50:00
POL00045062,20250111,2025-01-11,C017098,SP0092,GP01,GP01,BR001,P006,CH01,384.83,4617.96,0.0,646.51,New Business,CRM,2025-01-11 09:23:00
POL00045063,20250127,2025-01-27,C019551,SP0118,GP01,GP01,BR001,P006,CH01,618.97,7427.64,0.1,1039.87,New Business,CRM,2025-01-27 09:55:00
POL00045064,20250119,2025-01-19,C020818,SP0092,GP01,GP01,BR001,P006,CH03,629.5,7554.0,0.0,1057.56,New Business,CRM,2025-01-19 16:11:00
POL00045065,20250113,2025-01-13,C026423,SP0002,GP01,GP01,BR001,P006,CH03,405.23,4862.76,0.05,680.79,New Business,DigitalPortal,2025-01-13 14:58:00
POL00045066,20250125,2025-01-25,C010157,SP0002,GP01,GP01,BR001,P006,CH04,557.56,6690.72,0.0,936.7,New Business,CRM,2025-01-25 16:16:00
POL00045067,20250125,2025-01-25,C017881,SP0118,GP01,GP01,BR001,P006,CH05,496.91,5962.92,0.0,834.81,New Business,CRM,2025-01-25 12:04:00
POL00045068,20250120,2025-01-20,C014717,SP0037,GP01,GP01,BR001,P006,CH04,508.05,6096.6,0.0,853.52,New Business,DigitalPortal,2025-01-20 11:21:00
POL00045069,20250111,2025-01-11,C007268,SP0002,GP01,GP01,BR001,P006,CH05,722.48,8669.76,0.0,1213.77,New Business,CRM,2025-01-11 08:12:00
POL00045070,20250129,2025-01-29,C003356,SP0118,GP01,GP01,BR001,P006,CH05,647.16,7765.92,0.0,1087.23,New Business,PolicyAdmin,2025-01-29 13:37:00
POL00045071,20250108,2025-01-08,C020621,SP0002,GP01,GP01,BR001,P006,CH01,504.8,6057.6,0.0,848.06,New Business,CRM,2025-01-08 16:00:00
