policy_id,status_date_key,status_date,policy_status,status_reason
POL00021203,20250110,2025-01-10,Cancelled,Underwriting
POL00021224,20250203,2025-02-03,Lapsed,Non-payment
POL00021249,20250221,2025-02-21,Lapsed,Non-payment
POL00021255,20250127,2025-01-27,Lapsed,Non-payment
POL00021264,20250305,2025-03-05,Lapsed,Non-payment
POL00021283,20250411,2025-04-11,Lapsed,Non-payment
POL00021315,20250110,2025-01-10,Lapsed,Non-payment
POL00021341,20250205,2025-02-05,Lapsed,Non-payment
POL00021349,20250104,2025-01-04,Lapsed,Non-payment
POL00021381,20250209,2025-02-09,Cancelled,Customer Request
POL00021406,20250210,2025-02-10,Cancelled,Customer Request
POL00021510,20250209,2025-02-09,Cancelled,Affordability
POL00021577,20250114,2025-01-14,Cancelled,Duplicate Cover
POL00021621,20250227,2025-02-27,Lapsed,Non-payment
POL00021659,20250107,2025-01-07,Lapsed,Non-payment
POL00021698,20250102,2025-01-02,Cancelled,Underwriting
POL00021710,20250303,2025-03-03,Lapsed,Non-payment
POL00021749,20250212,2025-02-12,Lapsed,Non-payment
POL00021795,20250315,2025-03-15,Lapsed,Non-payment
POL00021797,20250203,2025-02-03,Lapsed,Non-payment
POL00021835,20250130,2025-01-30,Cancelled,Underwriting
POL00021885,20250111,2025-01-11,Cancelled,Customer Request
POL00021899,20250409,2025-04-09,Lapsed,Non-payment
POL00021903,20250117,2025-01-17,Cancelled,Duplicate Cover
POL00021921,20250330,2025-03-30,Lapsed,Non-payment
POL00021957,20250105,2025-01-05,Cancelled,Affordability
POL00021994,20250129,2025-01-29,Lapsed,Non-payment
POL00022002,20250122,2025-01-22,Cancelled,Duplicate Cover
POL00022018,20250111,2025-01-11,Lapsed,Non-payment
POL00022073,20250216,2025-02-16,Lapsed,Non-payment
POL00022081,20250322,2025-03-22,Lapsed,Non-payment
POL00022160,20250122,2025-01-22,Cancelled,Affordability
POL00022167,20250114,2025-01-14,Cancelled,Customer Request
POL00022191,20250328,2025-03-28,Lapsed,Non-payment
POL00022216,20250108,2025-01-08,Cancelled,Affordability
POL00022217,20250228,2025-02-28,Cancelled,Affordability
POL00022237,20250107,2025-01-07,Cancelled,Affordability
POL00022270,20250121,2025-01-21,Lapsed,Non-payment
POL00022326,20250224,2025-02-24,Lapsed,Non-payment
POL00022376,20250102,2025-01-02,Cancelled,Customer Request
POL00022440,20250212,2025-02-12,Lapsed,Non-payment
POL00022461,20250214,2025-02-14,Lapsed,Non-payment
POL00022467,20250225,2025-02-25,Lapsed,Non-payment
POL00022504,20250220,2025-02-20,Lapsed,Non-payment
POL00022624,20250206,2025-02-06,Lapsed,Non-payment
POL00022647,20250409,2025-04-09,Lapsed,Non-payment
POL00022648,20250211,2025-02-11,Lapsed,Non-payment
POL00022730,20250107,2025-01-07,Lapsed,Non-payment
POL00022742,20250113,2025-01-13,Cancelled,Underwriting
POL00022816,20250128,2025-01-28,Cancelled,Customer Request
POL00022900,20250117,2025-01-17,Cancelled,Duplicate Cover
POL00022926,20250224,2025-02-24,Cancelled,Affordability
POL00022930,20250128,2025-01-28,Lapsed,Non-payment
POL00022949,20250108,2025-01-08,Cancelled,Duplicate Cover
POL00022974,20250219,2025-02-19,Cancelled,Duplicate Cover
POL00022993,20250110,2025-01-10,Cancelled,Duplicate Cover
POL00023064,20250209,2025-02-09,Cancelled,Underwriting
POL00023078,20250116,2025-01-16,Cancelled,Underwriting
POL00023179,20250111,2025-01-11,Cancelled,Underwriting
POL00023187,20250203,2025-02-03,Cancelled,Customer Request
POL00023189,20250106,2025-01-06,Cancelled,Customer Request
POL00023234,20250320,2025-03-20,Cancelled,Underwriting
POL00023240,20250329,2025-03-29,Lapsed,Non-payment
POL00023262,20250111,2025-01-11,Cancelled,Duplicate Cover
POL00023306,20250302,2025-03-02,Cancelled,Customer Request
POL00023313,20250116,2025-01-16,Cancelled,Underwriting
POL00023337,20250222,2025-02-22,Cancelled,Affordability
POL00023366,20250110,2025-01-10,Cancelled,Underwriting
POL00023391,20250210,2025-02-10,Cancelled,Affordability
POL00023405,20250222,2025-02-22,Cancelled,Underwriting
POL00023434,20250128,2025-01-28,Lapsed,Non-payment
POL00023436,20250210,2025-02-10,Lapsed,Non-payment
POL00023466,20250126,2025-01-26,Cancelled,Affordability
POL00023480,20250225,2025-02-25,Cancelled,Affordability
POL00023490,20250305,2025-03-05,Cancelled,Underwriting
POL00023531,20250111,2025-01-11,Cancelled,Underwriting
POL00023548,20250104,2025-01-04,Cancelled,Affordability
POL00023568,20250416,2025-04-16,Lapsed,Non-payment
POL00023581,20250101,2025-01-01,Cancelled,Customer Request
POL00023598,20250302,2025-03-02,Cancelled,Duplicate Cover
POL00023607,20250301,2025-03-01,Lapsed,Non-payment
POL00023625,20250125,2025-01-25,Cancelled,Duplicate Cover
POL00023630,20250126,2025-01-26,Cancelled,Customer Request
POL00023646,20250219,2025-02-19,Cancelled,Duplicate Cover
POL00023652,20250223,2025-02-23,Cancelled,Affordability
POL00023749,20250116,2025-01-16,Lapsed,Non-payment
POL00023754,20250203,2025-02-03,Cancelled,Affordability
POL00023777,20250402,2025-04-02,Lapsed,Non-payment
POL00023780,20250207,2025-02-07,Cancelled,Affordability
POL00023785,20250221,2025-02-21,Cancelled,Duplicate Cover
POL00023790,20250323,2025-03-23,Lapsed,Non-payment
POL00023812,20250325,2025-03-25,Cancelled,Underwriting
POL00023829,20250128,2025-01-28,Lapsed,Non-payment
POL00023849,20250121,2025-01-21,Cancelled,Underwriting
POL00023850,20250125,2025-01-25,Cancelled,Duplicate Cover
POL00023861,20250313,2025-03-13,Lapsed,Non-payment
POL00023871,20250110,2025-01-10,Cancelled,Underwriting
POL00023903,20250129,2025-01-29,Cancelled,Duplicate Cover
POL00023924,20250329,2025-03-29,Cancelled,Underwriting
POL00023956,20250327,2025-03-27,Lapsed,Non-payment
POL00023974,20250227,2025-02-27,Lapsed,Non-payment
POL00024013,20250309,2025-03-09,Cancelled,Customer Request
POL00024050,20250103,2025-01-03,Lapsed,Non-payment
POL00024078,20250305,2025-03-05,Lapsed,Non-payment
POL00024142,20250212,2025-02-12,Lapsed,Non-payment
POL00024167,20250112,2025-01-12,Cancelled,Duplicate Cover
POL00024183,20250120,2025-01-20,Cancelled,Underwriting
POL00024186,20250412,2025-04-12,Lapsed,Non-payment
POL00024301,20250426,2025-04-26,Lapsed,Non-payment
POL00024333,20250307,2025-03-07,Cancelled,Affordability
POL00024353,20250325,2025-03-25,Cancelled,Duplicate Cover
POL00024375,20250225,2025-02-25,Cancelled,Customer Request
POL00024391,20250113,2025-01-13,Lapsed,Non-payment
POL00024392,20250223,2025-02-23,Lapsed,Non-payment
POL00024398,20250128,2025-01-28,Lapsed,Non-payment
POL00024404,20250327,2025-03-27,Lapsed,Non-payment
POL00024416,20250501,2025-05-01,Lapsed,Non-payment
POL00024417,20250213,2025-02-13,Cancelled,Underwriting
POL00024429,20250110,2025-01-10,Lapsed,Non-payment
POL00024479,20250120,2025-01-20,Lapsed,Non-payment
POL00024525,20250106,2025-01-06,Cancelled,Customer Request
POL00024544,20250222,2025-02-22,Lapsed,Non-payment
POL00024557,20250126,2025-01-26,Cancelled,Customer Request
POL00024571,20250220,2025-02-20,Cancelled,Affordability
POL00024606,20250104,2025-01-04,Cancelled,Duplicate Cover
POL00024645,20250320,2025-03-20,Cancelled,Duplicate Cover
POL00024656,20250320,2025-03-20,Lapsed,Non-payment
POL00024662,20250125,2025-01-25,Cancelled,Affordability
POL00024678,20250520,2025-05-20,Lapsed,Non-payment
POL00024711,20250203,2025-02-03,Cancelled,Customer Request
POL00024715,20250413,2025-04-13,Lapsed,Non-payment
POL00024716,20250224,2025-02-24,Cancelled,Duplicate Cover
POL00024734,20250405,2025-04-05,Lapsed,Non-payment
POL00024780,20250130,2025-01-30,Lapsed,Non-payment
POL00024786,20250219,2025-02-19,Lapsed,Non-payment
POL00024843,20250204,2025-02-04,Cancelled,Affordability
POL00024851,20250309,2025-03-09,Cancelled,Underwriting
POL00024871,20250129,2025-01-29,Cancelled,Customer Request
POL00024888,20250110,2025-01-10,Cancelled,Affordability
POL00024893,20250112,2025-01-12,Cancelled,Customer Request
POL00024919,20250314,2025-03-14,Cancelled,Duplicate Cover
POL00024920,20250319,2025-03-19,Cancelled,Duplicate Cover
POL00024935,20250116,2025-01-16,Cancelled,Underwriting
POL00024963,20250321,2025-03-21,Cancelled,Affordability
POL00024966,20250329,2025-03-29,Cancelled,Underwriting
POL00024979,20250312,2025-03-12,Cancelled,Affordability
POL00025045,20250113,2025-01-13,Cancelled,Affordability
POL00025079,20250125,2025-01-25,Cancelled,Customer Request
POL00025084,20250225,2025-02-25,Cancelled,Underwriting
POL00025093,20250204,2025-02-04,Cancelled,Duplicate Cover
POL00025122,20250212,2025-02-12,Cancelled,Underwriting
POL00025138,20250212,2025-02-12,Cancelled,Customer Request
POL00025148,20250118,2025-01-18,Cancelled,Duplicate Cover
POL00025158,20250517,2025-05-17,Lapsed,Non-payment
POL00025162,20250511,2025-05-11,Lapsed,Non-payment
POL00025174,20250226,2025-02-26,Lapsed,Non-payment
POL00025191,20250425,2025-04-25,Lapsed,Non-payment
POL00025244,20250411,2025-04-11,Lapsed,Non-payment
POL00025249,20250403,2025-04-03,Lapsed,Non-payment
POL00025293,20250131,2025-01-31,Lapsed,Non-payment
POL00025320,20250222,2025-02-22,Cancelled,Customer Request
POL00025333,20250215,2025-02-15,Cancelled,Affordability
POL00025348,20250313,2025-03-13,Lapsed,Non-payment
POL00025350,20250416,2025-04-16,Lapsed,Non-payment
POL00025351,20250303,2025-03-03,Cancelled,Duplicate Cover
POL00025363,20250106,2025-01-06,Cancelled,Affordability
POL00025368,20250107,2025-01-07,Cancelled,Underwriting
POL00025442,20250425,2025-04-25,Lapsed,Non-payment
POL00025446,20250204,2025-02-04,Cancelled,Affordability
POL00025460,20250113,2025-01-13,Cancelled,Affordability
POL00025464,20250223,2025-02-23,Cancelled,Customer Request
POL00025488,20250201,2025-02-01,Cancelled,Underwriting
POL00025494,20250117,2025-01-17,Cancelled,Customer Request
POL00025519,20250416,2025-04-16,Lapsed,Non-payment
POL00025539,20250218,2025-02-18,Cancelled,Duplicate Cover
POL00025614,20250206,2025-02-06,Cancelled,Underwriting
POL00025625,20250422,2025-04-22,Lapsed,Non-payment
POL00025637,20250517,2025-05-17,Lapsed,Non-payment
POL00025641,20250204,2025-02-04,Cancelled,Underwriting
POL00025648,20250124,2025-01-24,Cancelled,Customer Request
POL00025688,20250421,2025-04-21,Lapsed,Non-payment
POL00025717,20250105,2025-01-05,Lapsed,Non-payment
POL00025724,20250201,2025-02-01,Lapsed,Non-payment
POL00025747,20250211,2025-02-11,Cancelled,Underwriting
POL00025752,20250221,2025-02-21,Cancelled,Affordability
POL00025755,20250317,2025-03-17,Lapsed,Non-payment
POL00025766,20250314,2025-03-14,Lapsed,Non-payment
POL00025886,20250121,2025-01-21,Cancelled,Customer Request
POL00025887,20250223,2025-02-23,Cancelled,Affordability
POL00025921,20250128,2025-01-28,Lapsed,Non-payment
POL00025924,20250320,2025-03-20,Cancelled,Customer Request
POL00025998,20250219,2025-02-19,Cancelled,Customer Request
POL00026008,20250213,2025-02-13,Lapsed,Non-payment
POL00026010,20250103,2025-01-03,Lapsed,Non-payment
POL00026023,20250114,2025-01-14,Cancelled,Customer Request
POL00026072,20250301,2025-03-01,Lapsed,Non-payment
POL00026086,20250211,2025-02-11,Cancelled,Affordability
POL00026091,20250124,2025-01-24,Cancelled,Underwriting
POL00026101,20250125,2025-01-25,Cancelled,Affordability
POL00026121,20250514,2025-05-14,Lapsed,Non-payment
POL00026133,20250303,2025-03-03,Cancelled,Duplicate Cover
POL00026136,20250305,2025-03-05,Cancelled,Duplicate Cover
POL00026149,20250503,2025-05-03,Lapsed,Non-payment
POL00026158,20250202,2025-02-02,Cancelled,Duplicate Cover
POL00026160,20250129,2025-01-29,Cancelled,Duplicate Cover
POL00026161,20250323,2025-03-23,Lapsed,Non-payment
POL00026194,20250520,2025-05-20,Lapsed,Non-payment
POL00026197,20250115,2025-01-15,Cancelled,Underwriting
POL00026222,20250331,2025-03-31,Cancelled,Customer Request
POL00026224,20250129,2025-01-29,Lapsed,Non-payment
POL00026235,20250204,2025-02-04,Lapsed,Non-payment
POL00026271,20250111,2025-01-11,Cancelled,Affordability
POL00026277,20250328,2025-03-28,Lapsed,Non-payment
POL00026282,20250418,2025-04-18,Lapsed,Non-payment
POL00026317,20250228,2025-02-28,Cancelled,Affordability
POL00026318,20250416,2025-04-16,Lapsed,Non-payment
POL00026321,20250401,2025-04-01,Cancelled,Underwriting
POL00026327,20250207,2025-02-07,Cancelled,Customer Request
POL00026363,20250317,2025-03-17,Lapsed,Non-payment
POL00026369,20250210,2025-02-10,Cancelled,Customer Request
POL00026377,20250508,2025-05-08,Lapsed,Non-payment
POL00026429,20250220,2025-02-20,Lapsed,Non-payment
POL00026430,20250113,2025-01-13,Cancelled,Underwriting
POL00026496,20250226,2025-02-26,Cancelled,Customer Request
POL00026508,20250312,2025-03-12,Lapsed,Non-payment
POL00026550,20250327,2025-03-27,Lapsed,Non-payment
POL00026559,20250101,2025-01-01,Lapsed,Non-payment
POL00026569,20250220,2025-02-20,Lapsed,Non-payment
POL00026580,20250129,2025-01-29,Cancelled,Affordability
POL00026591,20250213,2025-02-13,Cancelled,Affordability
POL00026592,20250217,2025-02-17,Lapsed,Non-payment
POL00026602,20250102,2025-01-02,Cancelled,Duplicate Cover
POL00026613,20250304,2025-03-04,Cancelled,Customer Request
POL00026634,20250202,2025-02-02,Lapsed,Non-payment
POL00026653,20250112,2025-01-12,Cancelled,Affordability
POL00026680,20250224,2025-02-24,Lapsed,Non-payment
POL00026696,20250128,2025-01-28,Cancelled,Affordability
POL00026700,20250214,2025-02-14,Cancelled,Affordability
POL00026705,20250401,2025-04-01,Lapsed,Non-payment
POL00026708,20250216,2025-02-16,Lapsed,Non-payment
POL00026726,20250114,2025-01-14,Cancelled,Underwriting
POL00026729,20250114,2025-01-14,Cancelled,Underwriting
POL00026778,20250211,2025-02-11,Cancelled,Duplicate Cover
POL00026795,20250121,2025-01-21,Cancelled,Affordability
POL00026833,20250528,2025-05-28,Lapsed,Non-payment
POL00026839,20250307,2025-03-07,Cancelled,Customer Request
POL00026841,20250316,2025-03-16,Cancelled,Affordability
POL00026850,20250214,2025-02-14,Cancelled,Duplicate Cover
POL00026871,20250403,2025-04-03,Cancelled,Underwriting
POL00026880,20250110,2025-01-10,Cancelled,Customer Request
POL00026900,20250322,2025-03-22,Cancelled,Customer Request
POL00026925,20250211,2025-02-11,Lapsed,Non-payment
POL00026933,20250225,2025-02-25,Lapsed,Non-payment
POL00026952,20250406,2025-04-06,Cancelled,Affordability
POL00026958,20250408,2025-04-08,Lapsed,Non-payment
POL00026974,20250111,2025-01-11,Cancelled,Duplicate Cover
POL00026997,20250302,2025-03-02,Cancelled,Affordability
POL00027013,20250203,2025-02-03,Cancelled,Affordability
POL00027022,20250111,2025-01-11,Cancelled,Duplicate Cover
POL00027023,20250123,2025-01-23,Cancelled,Customer Request
POL00027025,20250206,2025-02-06,Lapsed,Non-payment
POL00027028,20250313,2025-03-13,Lapsed,Non-payment
POL00027029,20250123,2025-01-23,Cancelled,Underwriting
POL00027030,20250105,2025-01-05,Cancelled,Underwriting
POL00027041,20250514,2025-05-14,Lapsed,Non-payment
POL00027050,20250112,2025-01-12,Cancelled,Affordability
POL00027077,20250305,2025-03-05,Cancelled,Underwriting
POL00027091,20250530,2025-05-30,Lapsed,Non-payment
POL00027116,20250604,2025-06-04,Lapsed,Non-payment
POL00027128,20250529,2025-05-29,Lapsed,Non-payment
POL00027142,20250215,2025-02-15,Cancelled,Affordability
POL00027163,20250107,2025-01-07,Cancelled,Duplicate Cover
POL00027174,20250318,2025-03-18,Cancelled,Affordability
POL00027179,20250313,2025-03-13,Cancelled,Underwriting
POL00027198,20250425,2025-04-25,Lapsed,Non-payment
POL00027256,20250503,2025-05-03,Lapsed,Non-payment
POL00027263,20250327,2025-03-27,Cancelled,Duplicate Cover
POL00027272,20250313,2025-03-13,Lapsed,Non-payment
POL00027300,20250505,2025-05-05,Lapsed,Non-payment
POL00027304,20250307,2025-03-07,Lapsed,Non-payment
POL00027314,20250105,2025-01-05,Cancelled,Duplicate Cover
POL00027334,20250511,2025-05-11,Lapsed,Non-payment
POL00027342,20250312,2025-03-12,Lapsed,Non-payment
POL00027346,20250207,2025-02-07,Cancelled,Underwriting
POL00027366,20250209,2025-02-09,Cancelled,Customer Request
POL00027372,20250331,2025-03-31,Lapsed,Non-payment
POL00027403,20250110,2025-01-10,Cancelled,Affordability
POL00027435,20250430,2025-04-30,Lapsed,Non-payment
POL00027437,20250113,2025-01-13,Lapsed,Non-payment
POL00027464,20250505,2025-05-05,Lapsed,Non-payment
POL00027472,20250129,2025-01-29,Cancelled,Underwriting
POL00027485,20250226,2025-02-26,Lapsed,Non-payment
POL00027503,20250108,2025-01-08,Lapsed,Non-payment
POL00027520,20250101,2025-01-01,Cancelled,Duplicate Cover
POL00027556,20250105,2025-01-05,Lapsed,Non-payment
POL00027563,20250127,2025-01-27,Lapsed,Non-payment
POL00027565,20250226,2025-02-26,Cancelled,Duplicate Cover
POL00027570,20250131,2025-01-31,Cancelled,Underwriting
POL00027579,20250227,2025-02-27,Lapsed,Non-payment
POL00027613,20250312,2025-03-12,Lapsed,Non-payment
POL00027643,20250317,2025-03-17,Lapsed,Non-payment
POL00027659,20250313,2025-03-13,Lapsed,Non-payment
POL00027677,20250216,2025-02-16,Cancelled,Duplicate Cover
POL00027683,20250112,2025-01-12,Cancelled,Underwriting
POL00027701,20250131,2025-01-31,Lapsed,Non-payment
POL00027741,20250314,2025-03-14,Lapsed,Non-payment
POL00027763,20250210,2025-02-10,Lapsed,Non-payment
POL00027764,20250206,2025-02-06,Cancelled,Duplicate Cover
POL00027770,20250130,2025-01-30,Cancelled,Customer Request
POL00027789,20250115,2025-01-15,Cancelled,Underwriting
POL00027791,20250109,2025-01-09,Lapsed,Non-payment
POL00027792,20250305,2025-03-05,Cancelled,Underwriting
POL00027793,20250311,2025-03-11,Cancelled,Duplicate Cover
POL00027804,20250319,2025-03-19,Cancelled,Affordability
POL00027816,20250126,2025-01-26,Lapsed,Non-payment
POL00027829,20250211,2025-02-11,Lapsed,Non-payment
POL00027830,20250116,2025-01-16,Cancelled,Underwriting
POL00027832,20250228,2025-02-28,Cancelled,Duplicate Cover
POL00027856,20250316,2025-03-16,Cancelled,Customer Request
POL00027860,20250128,2025-01-28,Cancelled,Underwriting
POL00027862,20250415,2025-04-15,Lapsed,Non-payment
POL00027866,20250318,2025-03-18,Lapsed,Non-payment
